"SID","day","real_order","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely"
"10150",53,4,1,3,4,3,2,3,4,4,1,4,2,4,4,4,1
"10154",13,4,1,3,1,4,1,2,3,3,2,3,1,4,3,3,1
"10150",49,3,1,3,2,3,2,2,5,4,4,3,4,4,3,4,2
"10154",5,2,1,4,3,4,1,2,3,3,4,3,3,3,3,3,1
"10150",45,2,NA,5,5,3,2,1,NA,2,2,4,2,3,3,3,1
"10149",53,1,1,3,2,3,2,4,4,5,2,3,3,4,4,3,1
"10150",41,1,1,4,3,3,1,3,4,3,2,4,2,5,4,3,1
"10151",57,1,2,5,3,3,1,2,3,4,2,3,3,3,3,3,3
"10151",49,6,2,5,3,3,1,1,3,3,2,3,2,3,3,2,4
"10150",33,6,1,5,1,5,3,3,5,5,1,3,2,3,3,3,3
"10150",29,5,1,3,1,1,2,3,5,3,5,3,3,3,3,3,1
"10150",25,4,1,1,1,3,2,3,5,5,2,4,2,5,4,4,2
"10150",21,3,1,1,1,3,3,3,5,5,3,4,3,5,4,3,2
"10150",17,2,1,1,1,3,2,3,5,5,2,3,3,5,4,4,1
"10143",53,1,2,3,3,3,2,3,4,4,2,3,2,4,3,2,2
"10149",25,1,2,2,1,3,1,3,4,4,2,4,4,4,4,3,1
"10150",13,1,1,3,1,5,1,3,5,5,2,4,1,5,4,4,1
"10150",9,7,1,5,5,5,3,3,5,1,1,5,2,3,3,5,2
"10151",25,7,1,3,4,4,1,3,3,3,1,3,1,3,3,4,1
"10143",49,7,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3
"10143",45,6,1,2,4,5,2,4,4,5,2,4,2,5,3,4,2
"10149",17,6,1,3,5,3,1,3,4,5,1,3,2,3,3,3,1
"10151",21,6,2,3,3,4,1,3,4,5,1,3,3,3,3,3,1
"10130",45,6,1,3,3,4,1,4,3,3,1,4,1,3,3,4,1
"10150",5,6,1,1,2,3,3,3,5,5,4,3,4,5,5,3,2
"10149",13,5,1,4,2,3,1,2,3,4,3,3,3,3,3,3,1
"10143",41,5,2,3,4,3,3,3,3,3,1,3,1,4,1,4,3
"10144",49,4,5,4,2,4,2,2,1,2,2,2,3,2,3,2,3
"10143",37,4,2,3,2,4,2,3,3,3,2,3,2,4,2,3,3
"10107",53,4,1,3,2,4,1,3,1,4,3,4,2,4,4,4,2
"10151",13,4,2,4,5,3,1,2,2,2,3,3,2,3,3,3,2
"10127",53,4,1,3,1,2,1,4,1,4,1,3,1,5,5,5,1
"10139",37,3,1,3,1,3,1,3,3,4,3,3,1,4,4,3,1
"10127",49,3,NA,5,2,3,1,1,NA,3,3,3,1,5,3,3,3
"10149",5,3,1,2,1,3,1,4,3,5,1,3,2,5,4,3,1
"10151",9,3,2,5,3,4,1,1,3,4,2,3,3,3,3,3,2
"10143",33,3,2,4,2,3,3,2,2,3,2,3,2,3,1,2,3
"10107",49,3,1,5,2,3,1,2,2,4,2,4,1,5,4,3,1
"10145",37,3,NA,3,2,3,1,3,NA,5,1,3,2,3,3,3,3
"10143",29,2,2,3,2,4,2,3,3,3,3,3,1,4,3,4,1
"10145",33,2,NA,3,2,3,2,2,NA,5,1,2,2,5,3,3,2
"10127",45,2,1,5,1,2,1,1,1,3,5,4,2,3,4,3,1
"10139",29,1,1,2,1,4,1,3,3,4,3,4,4,4,4,4,1
"10145",29,1,1,3,4,3,1,2,3,5,1,2,1,5,3,3,1
"10130",25,1,1,2,2,5,1,3,4,5,1,4,1,4,3,4,1
"10137",53,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
"10116",29,1,2,5,3,3,1,1,3,3,5,2,3,3,3,2,3
"10109",53,1,1,2,2,4,1,4,4,5,1,4,2,5,4,4,1
"10143",25,1,2,4,4,4,2,2,2,2,3,2,3,3,1,2,2
"10107",41,1,1,5,2,4,1,2,1,3,2,4,2,5,4,4,2
"10136",57,1,NA,5,4,3,3,1,NA,4,3,2,2,4,2,2,2
"10141",49,7,1,1,1,4,1,5,5,5,1,5,1,5,4,5,1
"10147",25,7,1,3,4,4,1,2,4,3,2,2,1,3,2,4,2
"10109",49,7,1,1,2,5,1,5,5,5,1,5,1,5,5,5,1
"10128",33,7,1,3,2,4,1,2,3,3,2,4,1,3,4,4,1
"10130",21,7,2,3,2,5,1,3,3,3,1,4,1,3,3,4,1
"10137",49,7,2,4,2,2,2,3,3,3,2,3,3,4,2,3,3
"10116",25,7,1,1,2,4,1,5,4,5,2,5,1,5,5,4,1
"10107",37,7,2,3,4,4,1,4,3,2,3,3,3,4,3,3,2
"10144",33,7,2,3,2,4,3,4,3,5,3,3,4,5,4,4,1
"10136",53,7,2,3,4,3,2,3,4,4,2,3,2,4,2,3,2
"10139",21,6,1,2,1,2,1,3,4,4,3,3,2,4,4,3,1
"10147",21,6,1,3,5,4,2,3,3,3,2,2,2,3,2,4,2
"10116",21,6,2,3,3,5,1,2,3,4,1,3,1,4,3,3,1
"10122",45,6,2,2,3,4,2,4,3,3,2,4,2,4,4,4,1
"10107",33,6,1,3,3,3,3,1,2,3,2,3,4,4,3,2,4
"10144",29,6,1,3,2,2,2,3,3,3,3,3,3,4,4,3,1
"10137",41,5,2,2,2,3,2,3,4,4,2,3,3,3,3,3,2
"10144",25,5,1,5,2,2,1,1,3,5,3,3,2,4,4,3,1
"10141",41,5,1,5,3,4,1,3,3,4,1,2,2,5,3,2,1
"10130",13,5,3,2,2,1,1,2,2,2,4,2,3,3,2,2,1
"10134",53,5,1,3,3,3,2,3,3,3,2,3,3,3,3,3,2
"10109",41,5,1,3,3,4,1,4,4,5,1,4,1,5,4,4,1
"10116",17,5,1,3,2,3,1,3,4,5,2,3,3,5,4,4,2
"10124",53,5,1,1,1,5,1,5,5,5,1,5,1,5,5,5,1
"10143",13,5,2,3,2,4,2,3,3,4,2,5,2,4,4,4,3
"10136",45,5,NA,5,3,4,2,2,NA,4,2,3,2,4,3,3,2
"10114",25,5,NA,5,3,3,4,1,NA,3,4,2,4,4,2,2,3
"10108",53,4,2,3,3,4,1,4,4,3,1,4,NA,4,4,4,1
"10147",13,4,1,2,1,1,3,4,3,4,3,3,2,3,3,3,2
"10144",21,4,3,2,1,1,2,2,4,4,5,4,2,5,5,3,1
"10118",53,4,1,3,2,2,2,3,3,4,3,2,2,4,3,3,2
"10116",13,4,NA,5,5,5,1,1,NA,3,1,4,1,3,3,4,1
"10136",41,4,2,5,2,2,3,1,4,4,2,2,4,4,1,2,2
"10143",9,4,2,4,4,4,2,2,3,3,2,3,2,4,4,3,3
"10113",53,4,2,2,2,3,2,4,4,4,2,3,2,4,3,3,2
"10109",37,4,1,2,1,4,1,4,4,5,1,4,1,5,5,5,1
"10129",53,4,2,4,3,4,2,3,3,4,2,4,2,4,3,3,2
"10130",9,4,1,3,2,5,1,3,3,4,1,4,1,3,3,4,1
"10107",25,4,1,4,2,2,1,3,2,4,4,4,2,2,4,3,3
"10145",13,4,1,3,2,2,1,3,3,5,2,3,2,5,3,3,2
"101",53,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"10127",25,4,3,2,3,4,1,3,3,3,2,2,1,4,4,3,1
"10137",37,4,2,2,3,4,2,3,4,4,2,4,2,3,3,4,2
"10128",17,3,1,5,3,3,1,1,3,3,2,3,2,3,3,3,1
"10139",9,3,1,2,2,3,1,4,3,4,3,4,1,4,4,4,1
"10112",49,3,NA,3,2,5,2,2,NA,4,3,3,2,4,3,4,3
"10118",49,3,1,3,3,2,2,3,3,4,2,3,2,3,3,3,2
"10130",5,3,NA,5,3,4,1,1,NA,2,2,3,2,1,3,4,1
"10143",5,3,NA,5,4,3,4,2,NA,2,4,2,3,2,2,2,5
"10141",33,3,1,5,2,1,1,1,3,5,1,3,2,5,3,3,1
"10108",49,3,1,2,1,5,1,4,3,3,1,5,1,3,4,3,1
"10147",9,3,1,5,3,2,2,4,2,3,3,3,3,3,4,3,3
"10145",9,3,1,2,1,2,1,3,4,5,2,2,2,5,3,3,2
"10129",49,3,2,5,3,5,2,2,3,4,2,4,2,4,3,3,2
"10121",45,3,1,3,3,2,3,2,4,4,4,3,3,4,4,3,1
"10122",33,3,NA,5,4,4,3,1,NA,3,3,3,3,4,3,3,3
"10144",17,3,2,3,3,3,1,3,4,5,2,3,1,5,5,5,1
"10127",21,3,1,1,1,2,1,4,5,2,3,1,4,1,2,3,1
"10116",9,3,1,4,2,3,1,3,3,5,2,4,2,4,3,4,2
"10109",33,3,1,3,2,4,1,4,4,5,1,4,2,5,5,5,1
"10136",37,3,2,4,3,3,2,2,4,4,2,3,2,4,2,3,2
"10107",21,3,1,4,2,3,1,2,2,4,4,3,1,4,4,4,2
"10114",17,3,1,1,2,4,2,5,5,5,1,4,2,4,4,4,3
"10137",33,3,3,4,3,3,2,2,2,3,3,3,3,2,3,3,2
"10113",49,3,1,4,2,3,1,3,4,4,2,3,2,4,3,3,1
"10127",17,2,3,4,1,2,1,4,3,4,3,3,1,4,4,3,1
"10144",13,2,2,3,3,2,3,1,3,3,4,2,4,3,2,3,3
"10121",41,2,1,5,3,3,1,2,4,5,2,3,2,5,4,3,2
"10118",45,2,1,3,2,2,2,3,3,4,3,2,2,4,3,2,2
"10122",29,2,1,5,4,3,3,1,2,2,3,3,3,3,3,3,3
"10147",5,2,1,4,3,3,2,3,4,3,2,3,2,3,3,4,2
"10112",45,2,1,4,2,4,3,2,4,4,2,4,2,4,3,3,3
"10114",13,2,1,3,1,3,2,4,5,5,1,4,1,5,4,5,1
"10128",13,2,NA,5,2,5,1,1,NA,4,2,4,1,4,4,4,1
"10109",29,2,1,3,1,3,1,4,5,5,1,4,1,5,4,4,1
"10108",45,2,1,4,3,4,1,3,3,3,4,3,1,3,3,3,1
"10124",41,2,1,5,2,5,1,2,5,3,1,5,1,5,4,4,1
"10116",5,2,1,5,4,5,1,1,3,4,1,4,2,3,3,3,2
"10145",5,2,1,3,3,5,1,3,5,5,1,3,1,5,3,4,2
"10129",45,2,3,4,2,2,2,2,4,3,5,3,3,4,3,3,4
"10113",45,2,2,4,2,3,2,3,4,5,3,3,3,4,3,3,2
"10139",5,2,1,2,2,3,1,3,3,3,2,3,2,3,4,3,1
"10136",33,2,2,4,2,2,3,2,4,4,3,2,3,3,2,2,2
"10137",29,2,2,4,2,3,1,3,3,4,3,3,3,4,3,3,2
"10122",25,1,2,3,3,3,3,2,3,3,3,4,3,3,3,3,1
"10128",9,1,1,5,4,3,1,1,3,3,2,3,2,3,3,2,1
"10129",41,1,2,4,1,1,2,4,4,4,5,2,4,4,2,2,2
"101",41,1,2,3,3,3,3,3,2,3,3,3,4,2,3,3,3
"10118",41,1,1,2,2,2,2,3,3,4,2,2,2,3,3,2,2
"10111",57,1,1,3,3,5,1,3,4,4,1,5,1,4,4,5,1
"10134",37,1,1,2,3,3,3,3,4,3,3,3,3,3,3,2,2
"10112",41,1,1,3,2,4,3,2,5,5,2,3,1,4,4,3,3
"10141",25,1,1,5,1,4,2,2,4,5,2,2,3,5,2,3,2
"10109",25,1,1,3,1,4,1,3,4,5,1,4,1,5,4,5,1
"10137",25,1,4,4,3,4,1,3,3,2,3,3,3,3,3,3,2
"10107",13,1,2,3,2,3,1,3,4,5,2,4,2,4,5,5,1
"10114",9,1,1,2,2,2,1,3,5,5,4,3,4,5,4,2,2
"10124",37,1,1,5,5,5,1,1,5,3,1,5,1,5,5,5,1
"10136",29,1,2,3,3,3,2,3,4,4,2,3,2,4,3,3,2
"101",37,7,2,3,4,3,3,3,2,3,3,3,2,3,3,3,3
"10117",53,7,2,4,2,4,3,4,4,4,4,4,2,4,4,4,2
"10108",37,7,NA,4,1,4,1,1,NA,2,5,2,5,5,3,2,1
"10111",53,7,1,3,4,5,1,3,3,4,1,4,1,4,4,5,1
"10141",21,7,1,4,2,4,1,3,4,5,2,3,2,5,3,3,2
"10136",25,7,2,3,4,4,2,2,4,3,2,3,2,4,3,3,2
"10124",33,7,1,5,1,3,1,2,5,5,1,3,3,3,4,3,1
"10144",5,7,1,3,3,4,2,4,3,4,2,5,2,4,4,4,1
"10129",37,7,3,5,2,1,2,1,3,5,4,2,5,3,2,2,3
"10128",5,7,1,3,1,5,1,2,3,3,1,4,1,3,4,4,1
"10112",37,7,NA,3,4,5,2,1,NA,4,1,4,2,4,3,4,4
"10122",17,6,3,3,3,4,3,4,2,3,3,4,2,3,4,3,3
"10112",33,6,2,2,2,4,2,4,5,4,1,5,2,4,4,4,2
"10137",17,6,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3
"10108",33,6,1,1,3,4,1,4,3,3,4,5,2,4,5,5,1
"10107",5,6,1,5,2,4,1,4,3,4,3,4,2,5,4,4,3
"10136",21,6,2,2,3,4,2,2,4,4,2,3,2,5,3,4,2
"102",45,6,1,5,3,2,1,1,1,3,3,2,4,3,3,1,2
"10113",33,6,NA,4,3,4,2,3,NA,3,1,3,2,4,3,3,2
"10124",29,6,1,1,3,5,1,5,5,4,1,5,1,5,5,5,1
"10111",49,6,1,5,3,5,1,2,4,4,2,4,1,4,4,5,2
"10125",41,5,2,2,4,3,2,4,2,3,2,4,2,4,4,4,1
"10109",13,5,1,2,2,4,1,4,4,5,1,3,1,5,4,3,1
"10108",29,5,2,2,2,4,1,2,3,3,2,4,1,4,4,5,3
"10121",25,5,1,4,4,5,1,3,4,5,2,4,2,5,4,4,2
"10118",29,5,1,3,2,2,2,3,3,4,2,3,2,3,3,3,2
"10117",45,5,2,2,2,3,2,4,4,3,4,4,4,4,4,4,3
"10124",25,5,1,1,3,5,1,5,4,5,1,5,1,5,5,5,1
"101",29,5,2,3,2,3,2,3,2,3,3,3,2,3,3,3,3
"10129",29,5,2,3,2,3,2,3,4,5,4,2,4,4,3,3,2
"10137",13,5,4,3,3,3,2,3,3,2,3,3,2,3,3,3,2
"10111",45,5,1,3,4,5,1,2,4,4,1,4,1,4,4,5,1
"10122",13,5,2,3,4,4,2,4,2,3,3,4,3,3,3,4,2
"102",41,5,1,2,3,4,1,4,1,3,2,4,2,3,3,4,1
"10136",17,5,NA,5,2,3,2,1,NA,3,2,3,2,4,3,3,2
"10137",9,4,2,2,3,4,2,3,4,3,1,4,2,4,3,4,1
"10111",41,4,1,5,2,1,3,2,4,4,4,2,4,4,3,4,2
"10122",9,4,2,4,3,3,2,2,2,3,2,3,NA,3,3,3,2
"10118",25,4,1,2,3,3,2,3,3,4,2,3,2,4,3,3,2
"10134",21,4,1,2,2,2,2,3,4,3,4,3,3,3,3,2,2
"10109",9,4,1,2,1,3,1,4,3,5,1,4,1,5,4,5,1
"101",25,4,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3
"10129",25,4,2,5,2,4,2,3,4,3,4,4,3,4,3,3,2
"10124",21,4,NA,2,1,5,1,1,NA,3,1,5,1,5,5,4,1
"10112",25,4,2,4,2,3,4,2,4,3,3,3,3,4,2,3,3
"10125",37,4,1,2,3,3,1,3,4,5,2,4,2,4,3,4,1
"10141",9,4,1,4,2,4,1,3,4,5,1,4,2,5,4,3,1
"10113",25,4,2,4,2,3,2,3,3,4,3,3,3,4,2,3,2
"10136",13,4,2,5,3,3,2,1,3,3,2,2,3,4,3,2,3
"102",37,4,NA,2,5,5,1,1,NA,3,2,4,2,3,4,4,3
"10125",33,3,1,4,2,4,2,2,2,4,2,4,2,4,4,3,2
"10141",5,3,1,4,1,5,1,5,5,5,1,4,1,5,5,3,1
"10111",37,3,1,2,3,3,1,3,4,4,2,4,1,4,4,5,1
"101",21,3,1,3,3,3,2,2,2,3,3,2,3,3,3,3,3
"10134",17,3,NA,5,4,4,1,1,NA,3,1,3,3,1,3,3,3
"10121",17,3,1,3,3,3,2,3,5,5,2,3,2,5,4,3,2
"10123",33,3,1,3,2,2,4,4,4,4,5,3,NA,4,3,3,2
"10129",21,3,NA,3,2,3,2,4,NA,4,4,4,2,4,2,5,2
"102",33,3,1,2,2,3,2,3,3,3,3,3,2,3,3,3,1
"10117",37,3,1,2,2,3,2,4,3,4,2,4,2,3,4,4,2
"10109",5,3,1,2,1,2,1,4,4,5,4,3,3,5,4,4,1
"10112",21,3,2,3,3,4,4,3,4,4,2,3,2,4,3,3,4
"10113",21,3,2,4,2,3,1,3,4,4,2,3,2,4,3,3,2
"10118",21,3,1,4,2,2,2,2,3,4,3,3,2,3,3,3,2
"10136",9,3,2,5,2,2,3,1,3,3,3,2,3,3,2,2,2
"10137",5,3,2,3,2,2,1,2,3,2,1,3,3,3,3,3,3
"10124",17,3,1,5,5,1,1,3,3,2,3,3,3,5,3,4,1
"10111",33,2,1,3,2,2,1,2,4,4,4,3,2,4,4,4,2
"10108",17,2,3,5,5,3,5,1,3,1,3,3,5,1,3,1,3
"101",17,2,2,3,3,4,2,2,2,3,3,3,3,3,3,3,2
"10121",13,2,1,3,2,2,2,3,5,5,3,3,2,5,4,4,2
"10118",17,2,1,2,2,3,2,3,3,4,3,3,2,3,3,3,3
"10125",29,2,NA,4,3,2,4,1,NA,2,4,2,4,3,2,2,3
"102",29,2,1,3,4,3,2,3,1,3,2,4,2,2,4,4,2
"10113",17,2,2,3,1,2,2,3,4,4,3,3,2,4,3,2,2
"10129",17,2,3,5,2,2,3,2,4,4,4,3,4,3,2,2,3
"10112",17,2,4,4,1,4,2,2,4,4,2,4,2,4,3,4,4
"10123",29,2,1,2,2,2,1,4,5,5,3,4,2,5,3,4,1
"10136",5,2,2,3,3,3,2,2,3,3,2,3,3,4,2,3,2
"10124",13,2,1,5,2,3,3,1,2,2,1,2,3,5,3,2,2
"10117",33,2,2,1,3,3,2,5,4,4,2,4,2,4,4,4,1
"10134",13,2,NA,5,3,3,2,1,NA,3,1,3,3,2,3,3,4
"10121",9,1,1,3,3,3,2,4,4,4,2,4,2,5,4,4,1
"10125",25,1,1,3,1,3,3,2,2,4,3,3,2,4,3,3,1
"10134",9,1,NA,5,4,2,1,1,NA,3,2,2,3,2,3,3,5
"10112",13,1,2,4,3,2,3,2,5,3,3,4,3,3,3,4,2
"10111",29,1,1,3,2,3,1,3,4,4,3,4,1,4,4,5,1
"102",25,1,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2
"10105",29,1,NA,3,3,2,2,3,NA,3,3,3,3,5,2,3,3
"10117",29,1,2,1,2,2,1,4,4,4,4,4,2,4,5,5,1
"10129",13,1,1,5,2,2,4,2,3,4,4,3,3,4,2,2,3
"10124",9,1,1,2,2,5,1,4,5,5,1,5,1,5,5,5,1
"101",13,1,2,4,3,2,2,2,2,3,3,2,4,3,3,1,3
"10118",13,1,1,3,2,3,2,2,3,4,3,3,2,3,3,3,2
"10113",13,1,1,3,2,4,1,5,4,4,1,4,2,4,4,4,2
"102",21,7,1,2,3,5,1,5,3,3,2,4,3,3,3,4,2
"10129",9,7,NA,5,3,2,3,1,NA,5,3,3,3,4,4,4,4
"101",9,7,2,3,3,2,2,4,3,3,3,2,3,3,3,2,2
"10121",5,7,1,2,3,3,1,4,4,4,1,4,2,5,4,4,1
"10113",9,7,NA,4,2,3,2,1,NA,3,1,3,2,3,2,3,1
"10108",9,7,1,5,2,5,1,2,5,3,1,3,3,3,3,3,1
"10125",21,7,1,3,2,2,2,3,4,3,3,3,2,3,3,3,1
"10112",9,7,NA,5,3,4,3,1,NA,4,2,3,3,4,2,3,2
"10117",25,7,3,1,3,3,1,4,3,3,3,4,2,4,4,4,2
"10134",5,7,NA,5,5,3,1,1,NA,3,3,3,3,1,3,3,5
"10124",5,7,NA,5,5,5,1,1,NA,2,1,5,1,5,5,4,1
"10105",21,6,NA,5,5,5,3,1,NA,1,3,3,3,3,3,3,5
"86",57,6,1,1,5,3,1,5,4,4,1,5,1,5,5,5,1
"10125",17,6,1,2,3,3,2,4,4,3,2,3,3,3,3,4,1
"10108",5,6,1,2,1,4,1,4,3,5,1,4,1,4,3,5,1
"10129",5,6,1,2,2,2,2,4,3,4,2,3,2,3,2,3,2
"10112",5,6,2,2,3,4,1,3,4,3,2,4,1,4,3,3,2
"10117",21,6,2,4,2,4,2,3,3,3,3,3,4,2,3,3,2
"10118",5,6,1,4,4,5,2,2,4,4,1,3,2,4,3,3,3
"98",57,6,1,5,1,3,1,2,3,5,2,3,2,4,3,3,1
"102",17,6,1,5,4,4,1,2,2,3,2,4,2,3,3,3,1
"10111",21,6,1,2,4,4,1,4,4,4,1,4,1,4,4,4,1
"95",53,5,2,5,5,2,2,3,3,3,5,2,3,1,2,2,5
"10125",13,5,2,4,1,2,3,2,2,3,4,2,3,3,2,2,1
"92",57,5,2,2,3,3,1,3,4,4,3,5,2,4,4,4,2
"97",57,5,1,1,1,5,1,5,5,5,1,5,1,5,5,5,1
"94",53,5,NA,4,1,4,1,2,NA,4,2,3,4,4,4,2,4
"10111",17,5,1,2,3,4,1,3,3,4,3,3,3,4,3,5,2
"10105",17,5,NA,5,5,5,3,3,NA,2,3,3,3,1,3,3,3
"86",53,5,2,5,5,1,1,1,1,1,1,2,3,1,3,2,2
"10117",17,5,3,4,2,3,2,3,3,3,2,3,2,2,3,3,2
"102",13,5,NA,4,3,3,1,2,NA,3,4,3,2,3,2,2,2
"10123",9,4,2,3,1,1,2,2,3,3,4,2,5,5,2,2,4
"92",53,4,2,4,3,3,2,2,3,4,4,3,3,4,3,3,2
"10125",9,4,2,3,2,2,2,3,3,4,4,3,2,4,2,3,1
"94",49,4,2,3,1,3,1,3,4,4,1,3,2,4,4,3,1
"10111",13,4,1,4,2,3,2,2,4,4,3,3,2,4,4,4,2
"86",49,4,4,2,3,2,1,4,3,5,1,3,4,1,5,3,4
"10105",13,4,1,3,3,2,4,1,3,3,3,3,3,4,2,4,5
"104",29,4,2,4,3,3,2,3,2,2,2,3,2,3,3,3,2
"102",9,4,NA,3,4,4,2,1,NA,3,4,2,2,3,2,2,5
"95",45,3,3,4,5,2,1,3,3,3,3,2,1,3,3,3,1
"10125",5,3,1,3,3,4,1,4,3,4,2,4,2,5,4,4,1
"98",45,3,1,5,1,4,1,1,1,4,1,3,1,4,3,3,1
"94",45,3,NA,4,1,4,1,2,NA,4,3,2,2,4,3,2,3
"87",57,3,1,2,1,4,1,3,3,4,2,3,1,4,5,4,1
"104",25,3,NA,3,4,3,2,2,NA,2,2,3,3,3,3,3,2
"10111",9,3,1,4,2,4,1,2,4,4,2,3,2,4,4,4,1
"92",49,3,1,4,2,4,1,2,3,4,3,4,2,4,4,4,2
"10105",9,3,3,3,5,3,1,3,3,3,3,3,3,3,2,3,2
"102",5,3,1,1,3,5,1,5,3,3,1,4,1,3,3,4,1
"97",49,3,1,5,1,5,1,1,5,5,1,5,1,5,5,5,1
"10117",9,3,2,4,1,2,2,2,2,3,3,3,2,3,3,3,2
"10111",5,2,1,3,2,2,1,2,3,4,4,3,2,4,4,4,1
"104",21,2,1,5,1,2,3,1,1,2,4,2,4,3,4,2,3
"98",41,2,NA,5,4,3,2,1,NA,3,1,3,3,3,3,3,3
"97",45,2,3,5,1,1,3,1,3,5,3,3,3,5,4,3,4
"89",57,2,2,4,2,4,3,3,4,4,3,3,3,3,2,3,4
"94",41,2,1,5,1,2,1,2,4,4,4,2,2,4,4,2,1
"87",53,2,NA,5,1,3,1,1,NA,3,2,3,2,3,4,3,1
"10105",5,2,3,3,3,4,2,3,4,4,2,4,1,3,4,3,3
"95",41,2,3,4,5,2,2,2,2,2,5,2,2,1,3,2,2
"92",45,2,2,2,3,3,1,3,4,4,2,4,2,4,4,4,2
"10117",5,2,2,1,3,3,1,5,3,4,2,4,2,4,3,4,2
"88",53,2,1,3,2,3,2,1,4,3,3,3,2,3,2,3,4
"86",41,2,1,2,3,3,1,2,3,4,2,4,4,5,4,4,1
"89",53,1,2,4,2,4,4,3,4,2,2,3,4,3,3,3,4
"86",37,1,NA,5,2,2,1,1,NA,4,1,3,1,2,4,3,3
"91",49,1,2,5,2,3,1,2,2,3,2,3,2,4,3,3,1
"95",37,1,3,3,5,2,4,1,3,1,5,2,4,1,1,1,4
"88",49,1,NA,4,4,2,3,1,NA,2,3,2,4,4,3,2,2
"98",37,1,NA,5,3,3,1,1,NA,2,1,2,3,3,3,2,2
"87",49,1,1,5,1,4,1,1,3,3,3,3,1,3,5,4,1
"94",37,1,1,5,1,4,2,1,4,5,1,1,2,4,4,2,3
"92",41,1,1,4,2,3,1,2,3,5,2,3,2,4,4,4,3
"97",41,1,3,1,1,5,5,5,5,5,5,1,5,5,5,1,5
"104",17,1,1,5,2,2,2,2,2,3,3,2,3,3,2,2,3
"95",33,7,3,1,2,4,1,5,4,4,1,4,1,5,5,4,1
"81",49,7,2,3,2,4,2,3,4,3,2,4,2,3,3,4,2
"94",33,7,NA,4,5,5,1,1,NA,4,1,3,1,4,3,4,1
"87",45,7,1,4,1,5,1,1,3,3,1,4,1,5,5,5,1
"97",37,7,NA,5,1,5,1,1,NA,5,1,5,1,5,5,5,1
"88",45,7,2,5,3,2,2,2,5,3,4,3,3,4,4,3,2
"89",49,7,1,5,5,3,5,2,1,2,4,1,5,3,1,2,4
"86",33,7,NA,4,4,3,2,1,NA,4,4,2,4,3,2,2,3
"104",13,7,1,3,5,4,1,3,4,2,2,4,2,4,4,5,2
"88",41,6,3,5,5,4,1,1,4,2,2,3,2,5,3,3,1
"81",45,6,2,4,2,3,2,3,3,3,3,3,2,4,3,3,2
"91",41,6,2,2,4,5,1,5,3,4,1,5,1,4,5,5,1
"98",29,6,1,5,1,3,2,1,4,4,2,4,2,5,4,4,2
"97",33,6,NA,5,5,3,3,1,NA,5,2,2,3,5,4,2,5
"86",29,6,NA,5,1,4,1,1,NA,4,2,4,1,3,5,5,2
"89",45,6,1,3,2,3,4,3,3,3,4,2,4,3,3,2,4
"104",9,6,1,1,3,2,1,5,3,2,1,5,2,3,4,5,1
"87",41,6,1,5,1,4,1,1,3,3,3,2,1,3,4,5,1
"98",25,5,NA,5,3,3,2,1,NA,2,3,NA,NA,3,2,3,1
"95",25,5,5,5,5,1,2,2,1,1,5,NA,NA,3,1,2,3
"94",25,5,NA,5,1,4,1,1,NA,5,1,NA,NA,5,5,3,4
"104",5,5,1,2,3,1,2,4,4,3,2,NA,NA,3,3,5,2
"93",29,5,1,3,5,3,1,3,5,3,3,NA,NA,5,4,4,1
"90",29,5,4,4,5,3,2,2,3,2,2,NA,NA,2,2,2,1
"91",37,5,3,5,4,4,1,1,2,3,2,NA,NA,3,4,4,1
"97",29,5,1,1,1,5,1,5,5,5,1,NA,NA,5,5,5,1
"87",37,5,2,1,1,2,1,4,3,3,4,NA,NA,5,5,5,1
"92",29,5,2,3,2,3,1,2,4,4,3,NA,NA,5,3,3,2
"89",41,5,2,4,2,4,2,2,3,4,2,NA,NA,2,3,3,4
"88",37,5,2,4,5,4,1,2,4,2,2,NA,NA,3,4,4,1
"97",25,4,1,3,1,5,1,3,5,5,1,NA,NA,5,5,5,1
"88",33,4,2,3,2,2,2,2,4,4,5,NA,NA,4,5,2,2
"87",33,4,1,4,1,1,1,1,1,3,5,NA,NA,3,3,3,1
"95",21,4,3,5,5,1,3,1,1,1,5,NA,NA,1,1,1,5
"98",21,4,2,3,1,4,2,2,3,4,2,NA,NA,3,4,3,2
"91",33,4,3,3,3,4,1,4,4,3,1,NA,NA,5,5,3,1
"92",25,4,1,2,2,5,1,3,4,4,1,NA,NA,4,4,4,2
"94",21,4,1,3,1,4,1,3,3,4,2,NA,NA,5,4,4,1
"93",25,4,1,3,1,5,1,4,4,4,1,NA,NA,5,5,5,1
"90",25,4,2,5,4,4,1,1,2,3,2,NA,NA,3,3,2,1
"89",37,4,2,4,3,4,2,2,3,3,3,NA,NA,2,3,3,3
"88",29,3,2,5,2,2,3,1,4,4,4,NA,NA,3,3,2,2
