"SID","day","real_order","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely"
"10414",60,6,1,3,2,3,3,2,3,2,5,3,3,4,1,4,3
"10426",16,6,NA,5,3,4,2,1,NA,4,3,3,2,5,4,4,2
"10277",8,6,1,3,1,5,1,3,5,5,1,5,1,4,4,5,1
"10366",12,6,1,5,2,5,1,1,5,5,1,4,2,5,4,4,3
"10372",8,6,2,3,4,4,2,3,3,3,1,4,2,3,3,3,2
"10412",52,6,1,3,1,4,1,2,4,4,1,4,2,4,3,4,1
"10352",52,6,2,2,4,4,1,4,3,4,3,4,1,4,4,4,1
"10429",4,6,1,3,2,5,1,3,5,5,1,5,1,5,4,4,2
"10413",56,5,1,2,1,5,1,5,5,5,1,5,2,5,5,5,1
"10371",36,5,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3
"10277",4,5,1,1,5,5,1,1,4,3,1,5,1,3,2,4,2
"10366",8,5,1,1,1,3,1,5,5,4,2,4,1,5,4,5,1
"10415",44,5,1,1,3,5,1,5,3,5,1,3,1,5,3,3,1
"10414",56,5,1,3,2,3,3,3,4,3,3,3,3,4,1,4,2
"10411",12,5,1,3,2,4,2,3,4,4,2,4,2,4,4,5,2
"10402",36,5,2,4,4,3,3,2,3,3,3,3,2,3,1,2,4
"10372",4,5,NA,5,2,3,3,1,NA,3,2,1,1,3,3,2,2
"10366",4,4,1,2,1,5,1,5,5,4,1,5,1,5,4,5,1
"10349",16,4,1,2,2,5,1,5,5,5,2,5,1,5,5,5,1
"10412",44,4,1,1,1,5,1,4,4,3,1,5,1,5,4,5,1
"10380",52,4,2,1,1,5,1,5,2,4,1,5,1,5,5,5,1
"10413",52,4,1,5,5,2,3,2,3,3,3,2,4,3,2,2,3
"10414",52,4,1,2,3,4,2,5,4,5,1,5,2,5,4,4,1
"10426",8,4,1,1,3,5,1,4,3,5,1,4,2,3,5,5,1
"10330",52,4,1,1,1,4,1,5,5,5,1,4,1,4,5,4,1
"10415",40,4,1,1,3,5,1,5,5,5,1,5,1,5,5,5,1
"10411",8,4,1,5,4,4,2,2,3,4,2,4,2,3,3,4,3
"10380",48,3,2,2,4,5,1,3,2,1,1,5,1,5,3,4,1
"10330",48,3,1,1,1,4,1,5,5,5,2,3,1,4,5,4,1
"10349",12,3,1,3,1,2,1,3,4,4,3,3,1,5,4,3,1
"10411",4,3,1,1,2,5,1,5,4,5,2,5,2,4,5,4,1
"10426",4,3,1,5,1,5,1,3,4,5,2,4,3,5,5,4,1
"10415",36,3,1,1,1,5,1,5,4,5,1,5,1,5,5,4,1
"10352",40,3,2,2,3,4,1,5,3,3,3,4,2,4,4,5,1
"10412",40,3,1,1,1,3,1,4,3,3,1,4,2,5,4,4,1
"10342",56,3,NA,3,3,3,2,1,NA,5,3,4,3,5,3,4,3
"10413",48,3,1,4,1,3,1,2,5,5,2,3,2,5,4,3,1
"10414",48,3,2,5,2,5,1,2,4,4,1,4,2,4,4,3,2
"10371",24,2,2,3,4,4,2,3,2,3,3,3,2,3,3,4,3
"10380",44,2,1,5,2,4,1,1,3,4,1,3,2,5,3,2,1
"10402",24,2,3,3,3,3,1,4,3,3,1,3,3,4,3,4,1
"10389",52,2,NA,4,3,4,2,2,NA,3,4,3,2,3,3,2,4
"10342",52,2,NA,3,3,3,3,3,NA,3,3,3,3,3,5,3,3
"10415",32,2,4,3,5,1,1,3,1,2,3,2,4,3,2,2,1
"10349",8,2,1,2,1,2,1,5,4,5,3,3,1,5,4,3,1
"10363",48,2,2,3,2,2,1,3,4,4,3,3,2,3,2,3,2
"10352",36,2,1,3,2,4,1,4,3,5,1,4,1,4,4,5,1
"10413",44,2,1,3,3,3,1,3,5,3,3,4,1,5,4,4,1
"10352",32,1,1,5,1,3,1,2,3,5,3,5,1,4,4,4,1
"10330",40,1,1,3,3,4,1,4,4,4,2,4,1,4,5,4,1
"10412",32,1,2,2,2,2,1,3,3,3,1,3,3,3,2,2,1
"10389",48,1,2,2,2,4,1,4,3,3,3,3,4,3,4,3,2
"10380",40,1,1,4,3,4,1,2,3,3,1,4,1,4,3,3,1
"10371",20,1,1,2,2,3,2,3,3,3,3,3,2,1,3,3,2
"10349",4,1,3,2,2,5,1,2,3,4,2,4,2,5,3,4,4
"10413",40,1,2,1,2,4,1,3,4,2,2,5,1,5,5,5,1
"10415",28,1,1,2,3,3,1,3,4,4,1,4,2,5,4,4,2
"10342",48,1,1,5,5,3,2,5,5,5,1,5,2,5,5,5,4
"10380",36,7,NA,5,3,2,1,1,NA,3,4,2,4,4,2,2,1
"10414",36,7,1,5,3,4,3,3,4,3,1,3,2,3,3,3,1
"10342",44,7,NA,5,3,3,3,3,NA,5,3,3,3,5,5,3,3
"10352",28,7,2,3,1,5,1,4,4,3,1,4,1,4,5,5,1
"10330",36,7,1,3,3,5,1,5,3,2,1,5,1,NA,5,5,1
"10412",28,7,1,2,1,4,1,3,3,3,1,4,2,5,4,3,1
"10402",16,7,2,2,3,3,1,3,3,3,2,4,2,5,3,4,1
"10415",24,7,1,5,5,3,2,1,3,1,1,3,1,3,4,3,3
"10371",16,7,1,3,2,3,1,2,3,3,3,2,2,1,3,3,2
"10352",24,6,1,1,2,5,1,5,3,3,2,5,1,5,4,5,1
"10342",40,6,3,5,5,5,1,5,3,5,3,5,1,5,3,5,1
"10330",32,6,1,5,1,4,1,3,3,3,2,3,1,3,5,5,1
"10380",32,6,1,1,1,5,1,5,3,3,1,5,1,4,4,5,1
"10414",32,6,NA,4,5,5,1,3,NA,4,1,4,1,4,4,4,1
"10415",20,6,1,1,1,5,1,5,4,3,1,4,3,4,3,4,1
"10338",60,6,2,3,3,4,2,2,2,4,2,4,3,4,4,4,1
"10389",40,6,2,4,4,4,1,4,2,4,3,4,1,3,4,4,2
"10413",32,6,1,1,2,5,1,3,5,5,1,5,1,5,5,5,1
"10363",36,6,2,3,4,3,3,3,3,2,3,3,3,3,3,3,2
"10371",12,6,1,4,3,3,2,1,3,2,2,3,2,3,3,3,2
"10359",60,5,1,2,2,2,3,3,5,4,1,3,4,3,2,3,4
"10371",8,5,1,2,2,4,1,3,4,4,2,4,1,3,4,4,1
"10402",8,5,3,2,3,4,1,4,3,4,3,5,3,4,4,4,2
"10342",36,5,1,3,3,5,1,5,5,5,1,5,1,5,5,5,3
"10386",60,5,2,2,2,4,2,4,4,5,2,4,2,5,4,4,1
"10330",28,5,1,1,1,5,1,5,5,3,1,5,1,5,5,5,1
"10352",20,5,2,1,1,5,1,5,5,4,1,5,1,5,5,5,1
"10380",28,5,1,4,5,5,1,2,2,2,1,2,1,5,3,3,1
"10363",32,5,NA,4,4,4,2,3,NA,3,2,3,3,2,2,3,2
"10415",16,5,1,2,3,5,1,3,3,5,1,3,1,5,4,4,1
"10338",56,5,2,3,4,5,2,2,2,4,1,4,3,4,4,4,1
"10359",56,4,2,5,3,4,2,3,5,4,2,2,2,4,4,3,2
"10380",24,4,3,1,1,5,1,5,1,2,1,5,1,5,5,5,1
"10371",4,4,1,4,4,5,1,3,4,4,1,4,1,4,3,3,2
"10330",24,4,2,2,5,5,1,5,4,3,1,4,1,4,5,5,1
"10342",32,4,1,5,3,5,1,5,5,5,1,5,1,5,5,5,1
"10363",28,4,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2
"10389",32,4,2,4,2,3,1,2,3,3,2,4,3,3,3,3,2
"10386",56,4,2,2,3,4,2,4,4,5,2,4,2,3,3,4,1
"10412",16,4,2,2,1,1,2,3,3,3,2,3,3,3,2,3,1
"10414",24,4,1,4,1,3,1,4,3,4,2,4,2,4,3,4,2
"10415",12,4,1,5,1,1,1,1,3,3,1,4,1,3,5,5,1
"10338",52,4,1,2,3,4,1,5,2,4,2,5,2,5,4,4,1
"10352",12,3,1,3,3,1,5,3,2,3,5,3,5,4,1,3,3
"10386",52,3,2,3,2,2,3,3,4,5,2,3,3,4,3,3,2
"10390",52,3,1,5,1,1,1,1,1,5,3,3,3,3,5,3,1
"10404",28,3,1,5,1,1,3,1,2,3,5,1,5,2,2,1,5
"10412",12,3,1,5,1,1,4,1,3,4,5,2,5,3,1,1,1
"10330",20,3,1,3,3,3,1,3,3,4,3,4,1,4,5,4,1
"10389",28,3,1,3,2,4,1,4,2,3,2,4,2,3,4,3,1
"10414",20,3,1,5,5,5,2,2,4,3,2,4,2,4,3,4,2
"10331",56,3,NA,5,5,5,2,2,NA,3,2,3,1,3,4,3,2
"10415",8,3,1,1,3,1,1,3,2,5,3,2,3,3,2,2,1
"10342",28,3,2,5,3,3,3,3,4,5,3,5,1,3,5,3,3
"10359",52,3,NA,5,2,3,2,1,NA,4,3,2,3,4,3,2,2
"10338",48,3,2,2,3,5,1,3,3,4,1,4,1,5,4,5,1
"10354",28,3,2,3,3,3,1,3,4,3,2,4,2,3,3,3,3
"10363",24,3,2,3,2,3,1,4,4,4,2,4,3,3,3,4,2
"10404",24,2,1,3,1,3,1,3,3,4,3,3,2,2,3,3,2
"10413",16,2,1,3,1,2,1,3,5,4,4,3,3,5,5,2,1
"10359",48,2,NA,5,2,2,2,2,NA,5,2,4,2,5,4,3,2
"10414",16,2,NA,3,3,3,4,2,NA,3,3,2,5,2,1,3,3
"10386",48,2,2,4,3,4,2,2,4,5,2,4,2,4,4,4,1
"10378",56,2,NA,5,3,4,1,1,NA,2,2,3,2,3,3,3,1
"10380",16,2,1,5,3,2,4,1,2,3,4,2,5,4,2,2,3
"10412",8,2,NA,4,3,1,3,2,NA,5,5,2,5,5,3,2,2
"10338",44,2,2,3,2,3,1,3,2,5,1,3,2,5,4,4,1
"10342",24,2,1,5,1,1,5,1,3,5,5,3,5,5,5,1,3
"10354",24,2,1,1,1,4,1,5,5,4,2,4,2,4,4,4,1
"10327",56,2,3,3,3,2,2,3,3,4,2,3,3,4,3,4,2
"10363",20,2,2,4,1,3,1,2,3,2,1,2,1,3,2,3,1
"10330",16,2,1,5,1,3,1,2,5,5,4,3,3,3,4,3,1
"10352",8,2,1,1,1,5,1,5,4,4,2,5,2,5,4,5,1
"10361",52,1,1,2,2,5,1,4,3,4,2,4,1,5,5,4,1
"10367",52,1,1,5,2,2,1,1,4,4,3,2,3,4,3,3,2
"10342",20,1,3,1,3,3,2,4,3,5,3,4,3,5,5,4,1
"10378",52,1,NA,5,2,1,1,1,NA,4,5,2,3,3,2,2,1
"10414",12,1,1,5,2,3,3,3,4,5,3,3,2,5,1,3,3
"10404",20,1,1,5,1,2,2,2,3,3,4,2,4,2,2,2,2
"10412",4,1,2,2,2,1,1,4,4,3,4,4,2,4,4,4,1
"10389",20,1,2,2,4,3,1,2,3,4,3,3,3,3,3,3,2
"10413",12,1,2,1,3,4,1,5,4,3,2,5,1,5,5,5,1
"10380",12,1,1,1,1,4,1,5,3,4,1,4,2,5,4,5,1
"10330",12,1,1,3,3,4,1,3,3,3,2,5,1,3,5,3,1
"10359",44,1,1,5,1,4,1,1,5,5,2,3,2,5,4,3,3
"10363",16,1,2,3,2,3,1,2,2,4,4,2,2,3,2,2,2
"10352",4,1,2,3,3,4,1,5,3,3,3,5,1,5,4,5,1
"10338",40,1,NA,3,4,4,1,2,NA,4,2,4,2,4,4,3,1
"10365",60,1,2,2,2,5,1,2,3,4,3,3,2,5,3,3,1
"10386",44,1,2,3,2,2,3,3,3,5,3,2,3,3,2,2,2
"10350",20,7,2,3,2,3,1,3,4,2,1,3,3,3,2,3,1
"10404",16,7,1,3,1,3,1,4,1,3,4,3,3,3,3,4,1
"10359",40,7,1,5,2,3,4,1,5,4,1,2,1,4,3,3,5
"10380",8,7,1,5,1,5,5,1,3,5,1,2,4,5,3,2,2
"10363",12,7,2,2,1,3,2,3,3,3,2,3,2,3,3,2,2
"10413",8,7,1,4,3,5,1,3,5,3,1,5,1,5,5,5,1
"10318",56,7,NA,5,2,2,3,1,NA,4,4,2,3,2,3,2,4
"10342",16,7,1,2,5,3,1,3,3,5,1,5,3,5,5,5,3
"10324",28,7,1,5,5,3,3,3,3,4,4,3,4,5,4,3,2
"10338",36,7,NA,5,5,1,4,1,NA,3,5,1,5,3,1,1,1
"10354",16,7,1,3,2,3,1,3,5,4,2,4,3,4,3,3,2
"10389",16,7,NA,2,1,2,1,2,NA,3,4,3,3,3,3,2,4
"10367",48,7,NA,5,2,2,1,1,NA,3,4,3,2,4,3,3,2
"10378",48,7,3,3,4,4,1,3,3,3,5,3,3,3,3,3,1
"10330",8,7,1,4,4,4,1,3,3,3,1,4,1,4,5,3,1
"10365",56,7,NA,5,3,5,2,1,NA,3,3,3,2,3,2,3,1
"10386",40,7,2,4,3,4,2,2,4,5,2,3,2,4,3,3,2
"10404",12,6,1,3,1,2,2,3,3,4,4,3,4,3,4,3,1
"10378",44,6,1,5,1,1,1,1,1,5,4,2,4,5,3,2,1
"10338",32,6,1,3,3,4,1,2,2,5,2,4,3,5,4,5,1
"10365",52,6,3,2,2,3,1,3,5,5,5,3,4,5,1,2,1
"10383",24,6,3,3,3,3,2,1,3,4,2,3,3,5,5,3,3
"10318",52,6,2,2,3,4,2,3,4,5,3,3,1,4,3,4,2
"10335",40,6,NA,5,5,3,1,1,NA,3,1,2,3,5,2,2,1
"10354",12,6,1,2,4,4,1,4,4,5,2,4,1,4,4,4,2
"10363",8,6,NA,4,3,4,3,2,NA,2,2,2,3,3,3,2,4
"10389",12,6,1,2,2,2,1,4,4,3,1,5,2,3,4,4,1
"10342",12,6,1,3,5,5,1,3,5,5,1,3,3,5,5,3,2
"10359",32,5,3,2,1,2,4,4,3,2,5,2,5,3,3,2,4
"10342",8,5,3,2,2,2,3,4,3,5,3,3,3,5,5,3,1
"10350",12,5,2,1,3,2,1,4,3,4,1,4,3,3,3,3,2
"10354",8,5,1,1,3,3,1,4,4,4,3,4,2,4,4,4,2
"10365",48,5,2,5,3,1,5,2,2,1,5,1,5,1,1,1,5
"10378",40,5,2,1,3,4,1,4,3,3,2,4,2,4,3,4,2
"10386",32,5,2,1,2,3,2,5,4,4,2,4,2,4,4,4,1
"10338",28,5,1,2,3,5,2,5,4,5,2,5,2,5,5,5,1
"10331",36,5,1,2,1,5,1,4,4,3,3,4,1,3,3,5,1
"10389",8,5,1,3,1,2,2,4,4,5,1,2,3,3,3,2,4
"10335",36,5,NA,5,3,5,1,1,NA,3,2,5,1,5,4,5,1
"10308",60,4,1,3,1,4,1,4,4,5,3,4,2,4,4,4,1
"10404",4,4,1,3,1,2,1,4,3,5,4,4,4,3,3,4,1
"10386",28,4,2,1,3,2,2,4,4,4,2,4,2,4,3,4,2
"10389",4,4,1,3,3,4,1,1,2,4,2,3,3,3,4,3,3
"10350",8,4,3,1,1,2,1,2,2,4,2,5,2,2,4,3,1
"10338",24,4,1,3,3,3,2,3,2,4,2,4,2,5,4,4,1
"10342",4,4,NA,5,4,5,1,2,NA,5,1,3,2,4,5,4,3
"10354",4,4,1,5,3,4,1,4,3,3,2,3,2,4,5,3,2
"10365",44,4,NA,5,2,5,1,1,NA,3,1,2,1,3,2,3,1
"10324",16,4,1,2,1,5,1,4,3,4,1,4,1,4,5,4,1
"10359",28,4,2,5,1,4,1,1,5,5,3,4,1,5,4,4,2
"10386",24,3,1,4,1,1,2,3,4,5,4,3,4,2,2,3,4
"10335",28,3,NA,4,2,3,2,1,NA,4,4,2,2,3,3,3,2
"10350",4,3,1,1,1,2,1,4,3,4,2,4,3,4,3,3,1
"10367",32,3,1,5,3,2,2,1,4,4,3,3,2,4,3,3,1
"10359",24,3,1,4,3,3,3,5,5,3,3,2,3,4,3,2,4
"10327",32,3,NA,1,4,4,2,4,NA,3,2,4,2,5,4,4,1
"10317",52,3,1,2,2,4,1,4,4,4,2,4,2,4,4,4,1
"10308",56,3,NA,5,1,3,1,1,NA,5,3,3,1,3,5,4,2
"10324",12,3,1,3,5,4,1,3,4,4,1,4,3,3,4,4,3
"10378",32,3,1,4,3,4,2,1,2,3,2,3,1,4,3,3,2
"10383",12,3,1,2,3,3,3,2,3,3,4,3,3,5,3,3,3
"10338",20,3,2,3,4,4,1,4,2,3,1,4,2,4,4,4,1
"10365",40,3,NA,5,5,5,2,1,NA,3,2,2,2,3,1,2,4
"10386",20,2,2,4,3,4,2,2,4,5,1,2,3,3,4,3,2
"10378",28,2,NA,5,2,1,3,1,NA,5,5,2,4,3,3,2,3
"10335",24,2,3,3,4,3,2,3,3,3,4,3,3,4,3,2,1
"10287",44,2,1,2,2,3,2,4,5,3,3,3,2,5,2,3,2
"10320",48,2,1,4,2,3,3,2,3,4,3,2,4,3,3,3,4
"10288",56,2,1,2,1,4,1,2,5,4,1,5,2,5,5,5,2
"10315",56,2,1,3,2,3,1,4,5,4,1,4,1,5,4,4,1
"10318",36,2,1,4,2,2,3,3,4,4,3,2,3,2,3,3,1
"10367",28,2,1,4,1,3,1,2,4,4,2,3,1,4,3,3,1
"10361",28,2,NA,5,5,5,1,1,NA,4,1,4,3,5,3,2,1
"10308",52,2,1,1,2,5,1,5,5,4,3,5,1,5,5,5,1
"10317",48,2,2,3,1,3,1,4,4,3,3,3,4,3,2,3,1
"10260",56,2,2,3,1,5,1,5,3,3,2,5,1,5,5,5,1
"10383",8,2,2,2,1,2,1,1,3,3,1,1,5,5,5,1,3
"10324",8,2,1,3,1,4,1,5,3,3,2,5,1,4,5,5,1
"10293",44,2,1,2,2,4,1,4,3,4,1,4,1,4,4,4,1
"10338",16,2,3,5,3,4,2,3,2,4,2,3,3,3,3,3,2
"10327",28,2,2,4,3,3,5,1,3,3,4,2,5,5,2,2,5
"10365",36,2,1,2,2,5,1,5,3,5,2,4,1,5,3,4,1
"10276",60,1,NA,5,3,3,3,1,NA,3,3,2,2,4,2,2,2
"10287",40,1,1,1,1,1,3,3,5,5,5,3,3,5,2,3,1
"10367",24,1,1,3,1,3,1,3,5,4,3,3,2,4,3,3,1
"10327",24,1,3,3,3,2,4,3,3,3,3,3,4,3,2,2,4
"10293",40,1,2,2,2,3,1,4,3,1,2,5,1,5,4,5,1
"10260",52,1,1,3,1,5,1,3,1,5,3,5,1,5,5,5,1
"10378",24,1,3,4,3,2,4,2,3,2,4,2,5,3,2,2,4
"10359",16,1,1,5,1,5,1,1,5,5,2,3,3,5,4,3,1
"10317",44,1,2,2,2,2,1,4,4,4,4,3,4,3,3,2,1
"10289",56,1,2,3,3,3,2,3,3,4,3,3,3,4,4,4,3
"10338",12,1,1,4,5,3,2,2,2,3,2,3,3,3,3,3,1
"10320",44,1,2,1,1,2,1,4,3,3,2,4,2,3,3,4,1
"10299",52,1,1,2,4,5,1,1,2,4,1,4,2,5,5,4,1
"10315",52,1,1,2,2,3,1,4,4,4,1,4,1,5,4,4,1
"10383",4,1,NA,5,5,5,1,1,NA,3,1,5,1,5,5,5,5
"10288",52,1,1,2,2,3,1,3,4,4,3,4,3,5,4,4,2
"10318",32,1,2,2,4,4,2,5,2,4,2,4,2,4,3,5,1
"10386",16,1,NA,5,2,2,3,1,NA,5,3,2,4,3,2,2,2
"10308",48,1,1,1,3,5,1,5,5,5,4,5,1,5,5,5,1
"10314",60,1,2,4,4,3,2,2,3,3,3,3,3,3,3,3,4
"10274",60,1,1,2,2,4,1,5,4,5,2,5,2,5,4,4,1
"10324",4,1,1,4,3,4,1,2,3,3,2,3,1,5,4,3,1
"10316",56,1,2,3,2,5,1,3,4,5,2,4,2,5,4,4,2
"10365",32,1,2,5,2,4,1,1,3,3,4,3,2,4,2,3,1
"10365",28,7,1,5,3,5,1,3,4,4,3,4,2,4,2,4,1
"10318",28,7,1,3,2,5,2,4,4,5,3,4,1,5,4,5,2
"10314",56,7,1,3,5,5,2,2,3,3,2,3,2,5,3,3,3
"10299",48,7,1,4,2,3,5,1,1,3,3,2,5,5,4,1,4
"10359",12,7,1,5,1,5,1,3,5,5,3,4,1,5,3,5,2
"10367",20,7,NA,5,1,3,3,1,NA,3,3,3,3,4,3,3,1
"10308",44,7,1,4,2,4,1,3,5,5,3,5,1,5,5,5,1
"10390",12,7,1,3,3,3,1,3,3,3,2,3,3,3,4,3,1
"10317",40,7,NA,4,2,2,1,2,NA,3,4,3,4,3,3,3,2
"10260",48,7,1,3,1,5,1,4,3,5,3,5,1,4,5,5,1
"10274",56,7,1,2,2,5,1,2,5,5,1,4,1,5,4,4,2
"10327",20,7,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3
"10386",12,7,2,2,3,3,2,3,4,4,2,4,2,3,3,3,2
"10335",16,7,1,3,1,2,2,2,3,4,4,2,2,4,2,3,1
"10378",20,7,3,1,3,2,3,3,3,4,3,2,4,5,3,2,2
"10338",8,7,NA,5,4,4,2,1,NA,3,2,2,3,3,3,3,1
"10315",48,7,1,3,2,3,1,4,4,4,2,3,2,5,4,4,1
"10288",48,7,2,3,1,5,1,3,4,4,2,5,2,5,5,5,1
"10359",8,6,1,2,1,5,1,5,5,5,1,5,1,5,4,5,1
"10331",12,6,1,3,1,5,1,5,5,3,1,5,1,3,4,5,1
"10308",40,6,1,1,1,5,1,5,5,5,2,5,1,5,5,5,1
"10327",16,6,2,5,2,3,4,2,3,3,3,3,3,2,2,3,4
"10378",16,6,4,2,4,3,3,2,4,1,3,3,3,5,3,2,3
"10365",24,6,1,3,2,4,1,3,4,4,2,3,1,5,3,4,1
"10320",36,6,2,1,2,4,1,4,4,3,1,4,2,3,3,3,2
"10289",48,6,2,2,2,3,1,3,3,5,3,4,2,4,4,3,2
"10381",20,6,1,5,2,2,5,1,5,1,5,2,3,5,3,2,4
"10293",32,6,1,3,2,5,1,4,3,4,1,4,1,5,4,5,1
"10367",16,6,1,3,1,3,1,3,5,4,1,4,2,5,4,4,1
"10317",36,6,2,2,2,3,1,5,4,3,3,5,2,4,4,4,1
"10288",44,6,1,2,4,5,1,3,5,4,1,5,1,5,5,5,1
"10274",52,6,1,2,1,5,1,4,5,4,1,5,1,5,4,5,1
"10390",8,6,1,3,3,5,1,3,2,3,1,5,2,4,5,5,1
"10260",44,6,2,1,5,5,1,5,1,3,1,5,1,5,5,5,1
"10338",4,6,2,4,2,3,2,1,3,4,2,3,4,4,3,2,2
"10318",24,6,2,2,3,4,2,5,4,4,2,5,1,5,4,4,1
"10316",48,6,1,2,4,5,1,3,4,4,1,4,1,5,5,5,1
"10299",44,6,NA,4,5,5,3,1,NA,4,1,3,3,5,5,4,1
"10315",44,6,1,2,1,3,1,4,4,3,2,3,1,4,4,4,1
"10386",8,6,1,3,3,3,2,3,4,4,2,3,3,3,3,3,2
"10390",4,5,1,2,3,5,1,4,2,5,1,5,1,4,5,5,1
"10320",32,5,2,3,5,4,3,3,3,3,3,2,2,3,3,4,1
"10359",4,5,2,2,2,2,1,2,5,3,2,4,2,4,3,4,1
"10335",8,5,1,1,1,5,1,4,4,4,2,5,1,5,5,5,1
"10386",4,5,NA,5,4,4,2,1,NA,4,2,4,2,4,4,4,1
"10299",40,5,1,5,5,5,1,3,1,3,3,5,2,5,5,5,1
"10313",60,5,2,3,5,4,2,5,5,3,2,2,4,4,2,3,4
"10315",40,5,1,3,3,3,2,3,3,5,3,3,2,3,3,2,3
"10367",12,5,1,2,3,5,1,4,5,5,1,5,1,5,4,5,1
"10361",12,5,2,1,3,5,1,5,5,5,2,5,1,4,5,5,1
"10289",44,5,2,2,3,4,1,4,3,5,2,4,2,4,4,4,2
"10288",40,5,1,3,3,4,1,4,4,4,2,4,2,4,4,5,1
"10287",28,5,1,2,2,3,3,5,5,5,5,3,3,5,2,3,2
"10381",16,5,1,1,5,5,1,5,5,4,1,5,1,3,5,5,1
"10316",44,5,1,3,2,5,1,3,4,4,1,4,2,5,5,4,1
"10365",20,5,1,3,3,3,2,3,3,5,3,4,2,5,3,4,2
"10308",36,5,NA,5,4,5,1,3,NA,4,2,3,1,4,5,4,1
"10331",8,5,NA,3,4,4,1,3,NA,3,1,3,1,4,3,3,3
"10378",12,5,2,1,3,3,2,4,3,4,3,4,2,4,3,4,2
"10311",60,5,1,1,3,1,1,4,4,4,1,5,1,3,3,5,1
"10274",48,5,1,1,3,5,1,4,5,5,1,5,1,5,5,5,1
"10260",40,5,3,1,4,5,1,5,4,5,1,5,1,5,5,5,1
"10293",28,5,2,2,3,5,1,3,3,4,2,3,1,4,4,4,1
"10317",32,5,2,3,2,4,1,3,4,3,2,4,2,2,3,4,2
"10318",20,5,2,2,3,4,1,5,4,4,2,4,NA,4,5,5,1
"10320",28,4,2,1,4,5,1,4,3,3,1,5,2,5,4,5,1
"10308",32,4,1,3,1,5,1,4,5,4,1,4,1,5,5,4,1
"10293",24,4,NA,4,2,3,2,1,NA,3,3,4,3,4,3,3,2
"10317",28,4,2,5,2,2,1,2,3,3,4,2,3,3,3,2,2
"10361",8,4,1,2,1,5,1,5,4,3,2,4,1,5,5,4,1
"10315",36,4,1,2,1,3,1,4,4,4,2,4,1,5,4,4,1
"10260",36,4,1,3,1,5,1,3,1,5,2,5,1,5,5,5,1
"10289",40,4,2,2,3,4,1,4,3,5,3,3,2,4,4,4,1
"10331",4,4,NA,5,5,5,1,1,NA,1,1,3,1,1,5,5,3
"10365",16,4,1,1,1,4,1,5,3,4,1,5,1,5,4,5,1
"10381",12,4,1,2,3,5,1,4,5,3,1,4,1,4,4,5,1
"10326",28,4,1,2,1,3,3,4,4,5,3,4,2,5,5,3,1
"10367",8,4,1,3,2,3,1,3,4,4,3,3,1,5,4,3,1
"10316",40,4,1,3,3,5,1,3,3,4,2,4,1,5,4,5,1
"10270",56,4,1,2,2,4,1,4,4,4,1,4,2,4,3,4,1
"10287",24,4,NA,5,2,4,4,1,NA,5,4,2,3,5,2,1,5
"10318",16,4,1,2,2,3,2,4,4,5,3,4,1,4,4,4,2
"10378",8,4,1,5,1,1,2,1,1,5,5,3,4,3,3,2,1
"10313",56,4,NA,4,5,3,4,1,NA,3,4,2,5,3,1,2,3
"10274",44,4,2,2,2,2,3,3,4,2,4,2,3,5,2,3,2
"10314",44,4,1,2,3,4,1,3,4,5,1,5,1,5,5,5,1
"10335",4,4,1,2,2,4,1,4,4,4,1,5,1,5,4,5,1
"10299",36,4,2,3,2,3,1,3,2,3,1,5,2,5,5,5,1
"10288",36,4,1,1,4,5,1,5,4,4,2,4,1,4,4,4,1
"10311",56,4,3,2,3,3,3,3,3,4,3,3,3,3,3,3,2
"10313",52,3,2,5,5,3,4,2,4,4,3,2,4,3,1,2,1
"10326",24,3,1,4,1,2,1,2,4,4,2,5,2,4,4,4,3
"10322",36,3,1,3,3,1,3,1,3,3,4,1,4,5,2,1,1
"10286",52,3,1,2,2,4,1,5,3,4,2,5,1,5,4,4,2
"10320",24,3,2,5,1,1,3,2,3,3,4,2,4,5,2,1,3
"10293",20,3,1,3,4,4,1,4,3,4,1,4,1,5,4,4,1
"10280",52,3,1,4,1,1,2,2,5,5,4,3,1,4,4,3,2
"10381",8,3,2,4,3,2,2,1,4,4,3,3,3,5,3,3,1
"10361",4,3,NA,5,5,5,1,1,NA,3,1,4,1,4,3,4,1
"10287",20,3,1,5,1,1,3,1,3,5,5,2,5,5,3,1,5
"10378",4,3,4,2,5,1,3,3,3,3,5,4,4,5,2,4,3
"10311",52,3,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3
"10318",12,3,1,4,2,2,4,2,3,4,4,2,4,3,3,3,3
"10315",32,3,1,3,1,3,1,4,4,5,2,3,2,5,4,3,1
"10276",40,3,1,5,1,3,2,3,2,4,3,3,2,4,4,3,1
"10327",4,3,1,1,2,4,1,5,5,5,1,5,1,5,5,5,1
"10289",36,3,2,2,2,2,3,3,3,4,2,2,4,4,3,2,1
"10308",28,3,1,4,1,4,1,2,5,5,2,4,1,5,4,5,1
"10288",32,3,1,2,1,2,3,2,4,4,4,3,3,5,3,4,1
