"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","beepvar3","SID2","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp"
"10445",40,3,1,3,1,3,1,3,2,4,4,5,3,1,340,1.13888888888889,4.075,2.425,2.5,2.35,2.725,4.72222222222222,4.775,3.525
"10447",26,3,1,2,1,2,1,5,1,4,4,5,1,1,341,1.04545454545455,3.38461538461538,1.53846153846154,3,1.34615384615385,3.11538461538462,4.81818181818182,5,3.03846153846154
"10448",52,3,1,3,1,2,1,4,1,4,4,4,1,3,342,1.02311111111111,3.08,2.16,2.98,1.32,2.8,3.83511111111111,4.24,2.36
"10449",47,3,1,3,1.20512820512821,4,1,2,1,2,3.94871794871795,4,2,3,343,1.20512820512821,2.25531914893617,1.87234042553191,3.21276595744681,1.36170212765957,3.46808510638298,3.94871794871795,4.38297872340426,2
"10450",32,3,1,2,1,4,1,5,1,2,5,5,3,1,344,1.19047619047619,3.96875,2.59375,3.75,1.09375,1.75,3.33333333333333,3.9375,2.53125
"10452",55,3,1,3,2,2,3,5,1,5,4,5,1,2,346,1.41666666666667,3.16363636363636,2.18181818181818,4.4,1.14545454545455,3,2.97959183673469,4.6,1.72727272727273
"10453",30,3,1,3,1,5,1,2,1,2,3,3,4,3,347,2.1304347826087,3.06666666666667,2.6,3.9,1.26666666666667,2.76666666666667,3.39130434782609,3.6,1.93333333333333
"10454",29,3,1,3,1.375,4,1,2,1,2,4.5,5,3,3,348,1.375,2.96551724137931,2.27586206896552,3.72413793103448,1.27586206896552,3.06896551724138,4.5,4.17241379310345,2.41379310344828
"10457",16,3,1,3,2,2,4,4,1,5,4,4,3,2,351,1.77777777777778,3.5625,2.6875,3.25,1.625,3.25,3.88888888888889,4,3.25
"10459",43,3,1,3,1,5,2,2,3,1,3.92682926829268,5,4,2,352,2,3.18604651162791,2.90697674418605,2.6046511627907,2.6046511627907,2.3953488372093,3.92682926829268,3.37209302325581,3.04651162790698
"10460",23,3,1,3,1,5,4,2,1,1,4,3,3,3,353,1.04545454545455,3,2.52173913043478,4,1.60869565217391,3.1304347826087,3.63636363636364,3.82608695652174,2.1304347826087
"10463",25,3,1,3,1,3,1,3,1,5,5,5,1,2,356,1,2.24,1.28,4.48,1.24,3.8,4.39130434782609,5,1.12
"10465",26,3,1,3,2,2,1,1,1,4,4,4,2,3,357,1.63636363636364,2.84615384615385,1.80769230769231,4.07692307692308,1,3.15384615384615,3.95454545454545,3.88461538461538,1.23076923076923
"10466",55,3,1,3,1,2,2,3,1,3,3,4,1,2,358,1.76315789473684,3.6,3.25454545454545,3.32727272727273,1.72727272727273,2.14545454545455,2.21052631578947,3.03636363636364,2.61818181818182
"10469",10,3,1,2,1,3,3,4,1,3,3,4,2,1,359,1,3.3,2.4,3.5,1.3,3.2,3.75,4.1,1.5
"10471",19,3,1,2,1,2,3,5,1,3,2,3,2,1,361,1.8125,3.31578947368421,3.05263157894737,3.36842105263158,2.10526315789474,2.94736842105263,2.375,2.89473684210526,2.89473684210526
"10472",59,3,1,3,1.04347826086957,5,5,5,1,1,1.47826086956522,5,1,3,362,1.04347826086957,3.22033898305085,2.13559322033898,4.42372881355932,1,2.45762711864407,1.47826086956522,4.72881355932203,1.35593220338983
"10473",30,3,1,3,1,4,2,2,3,2,3,3,2,1,363,2,4.03846153846154,2.73076923076923,2.61538461538462,2.65384615384615,2.19230769230769,3.15789473684211,3.5,2.23076923076923
"10479",36,3,1,3,1,2,2,5,1,3,3,5,1,2,368,1.73333333333333,3,3.13888888888889,3.69444444444444,1.44444444444444,2.69444444444444,3.3,3.44444444444444,2.16666666666667
"10483",25,3,1,3,2.3125,3,3,5,1,1,3,4,2,1,371,2.3125,2.76,2.88,3.28,1.68,2.4,3,3.28,2.24
"10486",50,3,1,3,2,5,3,3,1,3,4,5,1,2,374,1.41463414634146,3.26530612244898,2.40816326530612,3.44897959183673,1.48979591836735,2.97959183673469,3.29268292682927,3.69387755102041,2
"10488",22,3,1,2,2,5,3,4,1,2,4,5,2,1,376,2.27777777777778,3.90909090909091,3.95454545454545,3.59090909090909,2.54545454545455,1.77272727272727,2.77777777777778,3.18181818181818,2.40909090909091
"10490",57,3,1,2,1.45833333333333,3,2,3,2,2,3,4,2,1,377,1.45833333333333,3.29824561403509,2.70175438596491,3.14035087719298,1.15789473684211,2.08771929824561,3.33333333333333,3.10526315789474,1.45614035087719
"10493",47,3,1,3,1,1,1,5,1,5,5,5,1,3,379,1.5,3.25531914893617,2.72340425531915,3.72340425531915,1.34042553191489,2.95744680851064,3.6304347826087,4.53191489361702,1.87234042553191
"10497",35,3,1,3,1,4,3,3,4,1,2,4,2,1,383,1.70967741935484,3.2,3.05714285714286,2.34285714285714,1.88571428571429,2.82857142857143,3.67741935483871,3.6,3.05714285714286
"10498",27,3,1,3,1,4,2,3,1,2,2,4,2,1,384,1.18181818181818,3.59259259259259,2.66666666666667,2.81481481481481,1.74074074074074,2.11111111111111,3.36363636363636,4,2.88888888888889
"10498",27,3,1,2,1,4,3,3,2,3,2,4,3,2,384,1.18181818181818,3.59259259259259,2.66666666666667,2.81481481481481,1.74074074074074,2.11111111111111,3.36363636363636,4,2.88888888888889
"10503",27,3,1,3,1,2,4,3,1,4,3,4,1,3,386,1.15789473684211,3.81481481481481,3.33333333333333,3.92592592592593,1.07407407407407,2.25925925925926,2.73684210526316,2.74074074074074,1.37037037037037
"10509",44,3,1,2,1,2,2,5,2,4,4,4,3,1,389,1.28947368421053,2.72727272727273,3.15909090909091,4.11363636363636,1.36363636363636,3.47727272727273,3.21052631578947,3.93181818181818,2.43181818181818
"10512",23,3,1,3,2,4,3,3,3,3,4,2,3,2,392,1.25,2.95652173913043,2.73913043478261,3.69565217391304,1.8695652173913,2.60869565217391,4,3.34782608695652,2.30434782608696
"10513",41,3,1,3,1,4,1,3,1,5,5,5,3,3,393,1.65853658536585,3.21951219512195,2.82926829268293,3.80487804878049,2.31707317073171,3.78048780487805,3.95121951219512,4.17073170731707,2
"10515",46,3,1,3,1,5,5,4,1,1,1,3,1,3,394,1.45161290322581,3.8695652173913,3.10869565217391,3.47826086956522,1.06521739130435,2.30434782608696,2.93548387096774,3.82608695652174,1.8695652173913
"10516",31,3,1,3,2,4,2,3,1,1,2,3,2,3,395,1.96296296296296,3.35483870967742,2.16129032258065,3.58064516129032,1.09677419354839,2.7741935483871,2.92592592592593,3.67741935483871,2
"10517",57,3,1,3,1,2,2,3,4,2,4,4,2,2,396,1.72727272727273,3.82456140350877,3.45614035087719,3.71929824561404,2.14035087719298,2.45614035087719,4.06818181818182,4.03508771929825,1.52631578947368
"10524",29,3,1,3,2,4,4,4,3,2,3,4,4,2,400,2.11111111111111,3.51724137931034,3.48275862068966,3.72413793103448,1.58620689655172,3.03448275862069,3.18518518518519,3.75862068965517,2.44827586206897
"10525",15,3,1,2,1,5,1,2,1,2,2,3,3,1,401,1.71428571428571,2.4,2,3.06666666666667,1.4,3.93333333333333,3.28571428571429,3.73333333333333,2.53333333333333
"10526",36,3,1,3,2,5,5,5,2,1,3,3,2,3,402,1.66666666666667,3.44444444444444,2.86111111111111,3.52777777777778,1.77777777777778,2.88888888888889,3.2,3.38888888888889,2.19444444444444
"10528",44,3,1,3,2,1,1,2,2,4,3,4,3,3,403,1.2,3.06818181818182,2.25,3.25,1.36363636363636,2.84090909090909,3.325,3.5,1.63636363636364
"10530",55,3,1,3,2,2,2,4,1,5,4,4,2,3,405,1.72916666666667,3.47272727272727,2.41818181818182,3.65454545454545,1.52727272727273,2.81818181818182,2.91489361702128,4.07272727272727,1.89090909090909
"10532",13,3,1,3,1.25,2,1,4,1,5,3.625,5,1,1,406,1.25,2.61538461538462,2.61538461538462,3.69230769230769,1.15384615384615,3.38461538461538,3.625,3.61538461538462,1.61538461538462
"10533",13,3,1,3,1,3,4,4,1,4,4,4,1,1,407,1.23076923076923,2.92307692307692,2.69230769230769,4.23076923076923,1,3.76923076923077,3.76923076923077,4.07692307692308,1.46153846153846
"10536",25,3,1,3,1,4,2,3,4,3,5,4,2,1,409,1.1875,4.2,3.12,3.76,1.56,2.04,3.4375,3,1.64
"10537",14,3,1,2,1,5,1,4,1,1,4,5,1,1,410,1,2.42857142857143,1.78571428571429,4,1,3.28571428571429,4,4.14285714285714,1
"10538",12,3,1,3,1,4,1,3,2,2,3,4,1,1,411,1,2.66666666666667,1.83333333333333,3.58333333333333,1.66666666666667,3.75,3.8,4.33333333333333,2.41666666666667
"10539",51,3,1,3,3,4,3,3,2,3,3,4,2,2,412,2.08333333333333,3.23529411764706,2.58823529411765,3.13725490196078,2.47058823529412,2.49019607843137,3.19444444444444,3.64705882352941,2.74509803921569
"10540",21,3,1,3,1,5,1,2,1,1,3,4,3,2,413,1,3.19047619047619,2.47619047619048,3.66666666666667,1.9047619047619,2.9047619047619,3.46153846153846,4.57142857142857,2.42857142857143
"10541",20,3,1,3,1,5,1,4,1,1,2,5,1,1,414,1.21052631578947,3.3,2.4,3.7,1,2.7,3.57894736842105,3.95,2.15
"10542",19,3,1,3,1,5,1,4,1,1,3,5,3,1,415,1.29411764705882,3.15789473684211,1.36842105263158,3.84210526315789,1.47368421052632,2.68421052631579,3.23529411764706,3.57894736842105,2.15789473684211
"10543",20,3,1,3,2,2,2,4,1,2,3,3,1,1,416,2,3.1,2.55,3.2,1.3,2.8,3.16666666666667,3.05,2.25
"10544",17,3,1,3,1,4,2,4,1,2,3,4,2,1,417,1.93333333333333,3.23529411764706,2.29411764705882,2.76470588235294,2,2.64705882352941,2.86666666666667,3.47058823529412,2.64705882352941
"10547",57,3,1,3,1,1,4,3,1,5,3,4,2,2,419,1.54545454545455,3.26315789473684,2.3859649122807,3.6140350877193,1.31578947368421,3.12280701754386,3.81818181818182,4.14035087719298,1.92982456140351
"10549",17,3,1,3,1,1,1,4,1,4,4,3,2,3,420,1.6875,2.94117647058824,2.58823529411765,3.76470588235294,1.58823529411765,3.29411764705882,2.8125,3.64705882352941,1.64705882352941
"10550",16,3,1,3,1,3,3,3,1,3,3,3,1,3,421,1.42857142857143,2.625,2.5625,3.5,1,2.6875,2.5,2.8125,1.5
"5",47,4,1,4,4,1,1,3,1,5,5,5,4,3,4,1.82051282051282,2.80851063829787,2.27659574468085,2.91489361702128,1.68085106382979,3.14893617021277,3.82051282051282,3.76595744680851,3.02127659574468
"8",52,4,1,4,1,5,4,4,4,2,2.9,3,2,4,7,1,4.15384615384615,2.53846153846154,3.48076923076923,1.65384615384615,2.44230769230769,2.9,4,1.98076923076923
"11",28,4,1,4,1,2,2,4,1,5,3,3,2,3,9,1.04,3.10714285714286,1.89285714285714,3.21428571428571,1.10714285714286,2.57142857142857,2.68,2.75,2.07142857142857
"12",26,4,1,4,1.85,5,5,3,5,1,3.5,3,2,3,10,1.85,3.03846153846154,2.76923076923077,3.23076923076923,2.84615384615385,3.11538461538462,3.5,3.76923076923077,2.34615384615385
"17",54,4,1,4,2,3,1,2,1,4,3,5,4,3,11,1.34090909090909,2.68518518518519,2.62962962962963,3.46296296296296,1.2962962962963,3.44444444444444,3.22727272727273,4.22222222222222,1.51851851851852
"20",21,4,1,4,1,2,3,5,1,3,4,4,1,2,14,1.125,2.95238095238095,2.52380952380952,4.09523809523809,1.28571428571429,3.33333333333333,3.94444444444444,4.14285714285714,1.47619047619048
"22",27,4,1,4,1,2,2,3,1,5,4,4,2,3,15,1,3.55555555555556,1.92592592592593,3.44444444444444,1.62962962962963,3.2962962962963,4.21739130434783,4.59259259259259,2.14814814814815
"23",43,4,1,4,1,5,1,4,2,3,4,5,1,1,16,1.16216216216216,3.37209302325581,1.81395348837209,4.2093023255814,1.13953488372093,3.13953488372093,3.75675675675676,4.09302325581395,1.3953488372093
"26",46,4,1,4,1,3,3,5,1,4,4,4,1,2,17,1.47619047619048,2.78260869565217,2.30434782608696,3.67391304347826,1.19565217391304,3.17391304347826,3.61904761904762,3.84782608695652,2.39130434782609
"27",35,4,1,4,1,2,1,4,1,3,4,4,1,3,18,1.28125,2.45714285714286,2.2,3.82857142857143,1,2.88571428571429,2.70967741935484,4.42857142857143,1.22857142857143
"31",27,4,1,4,2,1,3,4,1,5,4,4,1,3,19,1.4375,2.7037037037037,2.11111111111111,4.33333333333333,1.07407407407407,2.85185185185185,3.75,3.62962962962963,1.07407407407407
"32",48,4,1,4,1,1,1,4,1,5,4,3,1,2,20,1,3.66666666666667,2.47916666666667,3.9375,1.85416666666667,2.97916666666667,3.80952380952381,3.58333333333333,2.33333333333333
"35",56,4,1,4,1,2,2,5,1,4,5,5,1,3,21,1.86666666666667,3.57142857142857,2.01785714285714,3.53571428571429,2.08928571428571,2.53571428571429,4.06818181818182,4.05357142857143,2.75
"36",40,4,1,4,1,1,4,2,1,4,5,4,1,4,22,2.54285714285714,3.025,3.15,2.925,2.775,2.8,3.02857142857143,3.15,2.7
"37",25,4,1,4,3,1,3,4,1,5,4,2,3,3,23,2,3.68,2.08,2.56,2.28,2.64,3.5,3.2,3.8
"40",44,4,1,4,2,5,3,3,2,2,1,2,3,2,24,1.975,3.97727272727273,3.68181818181818,2.59090909090909,2.06818181818182,1.36363636363636,1.125,1.70454545454545,2.84090909090909
"41",24,4,1,4,3,2,4,4,2,5,3,4,1,3,25,1.41176470588235,2.625,2.08333333333333,4.04166666666667,1.54166666666667,2.83333333333333,3.70588235294118,3.5,2.125
"44",41,4,1,4,3,3,4,3,1,3,3,4,4,2,26,1.60975609756098,3.24390243902439,2.4390243902439,3.48780487804878,1.39024390243902,2.78048780487805,3.07317073170732,3.85365853658537,2.4390243902439
"45",44,4,1,4,1,3,5,4,1,3,5,3,2,2,27,1.675,2.93181818181818,2.54545454545455,3.18181818181818,2.02272727272727,3.02272727272727,3.63414634146341,3.88636363636364,2.81818181818182
"47",23,4,1,4,1.06666666666667,4,2,3,2,2,3.13333333333333,4,2,4,29,1.06666666666667,3.26086956521739,2.26086956521739,3.52173913043478,1.65217391304348,2.73913043478261,3.13333333333333,4,1.69565217391304
"48",38,4,1,4,1,1,1,3,1,5,5,4,1,4,30,1.5,3.47368421052632,2.57894736842105,3.57894736842105,1.21052631578947,2.52631578947368,3.03333333333333,3.55263157894737,1.47368421052632
"49",20,4,1,4,1,2,3,3,2,4,3,4,2,3,31,1.55,2.35,2.3,2.75,2,2.75,2.6,3.2,2.35
"51",45,4,1,4,1,4,3,5,1,3,5,5,2,2,32,1.34090909090909,3.93333333333333,1.68888888888889,3.93333333333333,1.08888888888889,2.37777777777778,4.52272727272727,3.95555555555556,1.91111111111111
"52",38,4,1,4,1,3,2,3,2,2,3,4,3,3,33,1.72222222222222,2.81578947368421,2.23684210526316,3.55263157894737,1.52631578947368,3,3.36111111111111,3.73684210526316,2.07894736842105
"54",45,4,1,4,1,1,1,3,2,4,4,5,1,3,35,1.02702702702703,3.26666666666667,1.17777777777778,3.62222222222222,1.02222222222222,2.82222222222222,4.05405405405405,4.4,1.31111111111111
"57",26,4,1,4,2,2,4,5,1,5,4,3,1,3,37,1.30434782608696,3.26923076923077,3.03846153846154,4.15384615384615,1.23076923076923,3.34615384615385,3.91304347826087,3.5,1.73076923076923
"59",27,4,1,4,1,3,2,3,1,3,4,4,1,4,38,1.16,3.81481481481481,2.07407407407407,3.74074074074074,1,2.55555555555556,3.32,4.81481481481481,1.48148148148148
"60",33,4,1,4,1.70967741935484,5,5,3,5,1,3.67741935483871,1,3,4,39,1.70967741935484,3.57575757575758,2.24242424242424,2.6969696969697,1.96969696969697,2.57575757575758,3.67741935483871,3.78787878787879,2.3030303030303
"62",27,4,1,4,1,4,5,4,4,2,3,2,3,2,41,1.57894736842105,3.62962962962963,2.85185185185185,3.62962962962963,2,2.51851851851852,3.73684210526316,3.59259259259259,1.96296296296296
"64",34,4,1,4,2,3,4,5,2,2,2,3,3,4,42,2.1875,2.76470588235294,2.64705882352941,2.97058823529412,1.97058823529412,3.05882352941176,2.9375,3.32352941176471,3.26470588235294
"69",11,4,1,4,3,1,2,3,1,5,3,4,2,3,44,1.36363636363636,2.90909090909091,2.72727272727273,3.63636363636364,1.72727272727273,3.63636363636364,3.72727272727273,4.09090909090909,1.54545454545455
"70",18,4,1,4,1.07692307692308,5,3,5,1,2,3.84615384615385,4,1,4,45,1.07692307692308,2.64705882352941,1.76470588235294,3.47058823529412,1.11764705882353,3.64705882352941,3.84615384615385,4.64705882352941,1.29411764705882
"71",25,4,1,4,1,1,4,2,1,5,4,5,4,3,46,1.22727272727273,2.64,2,2.24,2.8,3,3.95454545454545,4.44,4.16
"72",12,4,1,4,2,1,1,1,3,4,4,5,5,3,47,1.55555555555556,2.75,1.66666666666667,3.33333333333333,1.58333333333333,3.16666666666667,3.66666666666667,4.08333333333333,2.83333333333333
"73",11,4,1,4,1,2,2,4,2,5,4,4,1,2,48,1.18181818181818,2.54545454545455,2.09090909090909,3.36363636363636,1.36363636363636,3.45454545454545,4.18181818181818,4.72727272727273,1.72727272727273
"80",30,4,1,4,2,2,3,3,2,2,4,2,2,2,52,1.88,3.16666666666667,2.56666666666667,3.06666666666667,3.2,2.36666666666667,4,3.36666666666667,3.23333333333333
"81",34,4,1,4,2,3,3,3,2,5,3,3,2,3,53,2.09090909090909,3.17647058823529,2.85294117647059,3.44117647058824,2.11764705882353,3.26470588235294,3.39393939393939,3.26470588235294,2.52941176470588
"85",25,4,1,4,2,3,4,2,2,4,3,5,1,3,55,2.73913043478261,3.28,3.64,3.08,2.84,2.76,3.27272727272727,3.44,2.92
"86",46,4,1,4,1,3,2,4,1,4,3,3,2,4,56,1.44117647058824,3.30434782608696,2.93478260869565,2.84782608695652,1.5,2.47826086956522,2.94285714285714,3.58695652173913,2.54347826086957
"88",50,4,1,4,1,1,1,4,1,5,3,5,3,3,58,1.66666666666667,3.58,2.7,3.16,1.9,2.44,3.89583333333333,3.34,3.06
"90",34,4,1,4,2,2,4,3,2,4,3,3,2,2,60,2.42424242424242,3.44117647058824,3.67647058823529,3.47058823529412,1.85294117647059,2.11764705882353,2.78787878787879,3.32352941176471,2.97058823529412
"91",35,4,1,4,2,3,3,5,1,4,3,4,1,3,61,1.90909090909091,3.17142857142857,2.2,4.2,1,3.34285714285714,3.21212121212121,3.82857142857143,1.45714285714286
"94",45,4,1,4,1.23809523809524,5,4,5,1,1,4.09523809523809,5,1,4,64,1.23809523809524,3.57777777777778,1.68888888888889,3.4,1.33333333333333,2.48888888888889,4.09523809523809,4.37777777777778,1.93333333333333
"95",29,4,1,4,2,1,3,2,2,5,4,3,5,4,65,2.66666666666667,3.17241379310345,4.24137931034483,2.27586206896552,2.3448275862069,2.75862068965517,3.18518518518519,2.24137931034483,4.06896551724138
"101",42,4,1,4,1.96774193548387,3,3,3,3,1,2.2258064516129,4,3,2,69,1.96774193548387,3.19047619047619,3.14285714285714,3.04761904761905,2.61904761904762,2.5952380952381,2.2258064516129,3,2.85714285714286
"102",44,4,1,4,1,5,1,2,1,1,2,4,2,2,70,1.27027027027027,3.43181818181818,3.20454545454545,2.95454545454545,1.90909090909091,2.11363636363636,1.94594594594595,2.97727272727273,2.68181818181818
"104",28,4,1,4,1,2,3,4,3,4,4,4,2,3,72,1.41666666666667,3.28571428571429,3.21428571428571,2.89285714285714,2.03571428571429,2.71428571428571,3,2.39285714285714,2.28571428571429
"10105",21,4,1,4,1,3,2,4,1,3,3,4,1,2,73,1.5,3.38095238095238,3.23809523809524,3.61904761904762,2.19047619047619,2.71428571428571,3.625,2.80952380952381,2.42857142857143
"10106",11,4,1,4,1,2,4,3,1,4,3,3,2,3,74,1.875,3.18181818181818,3.18181818181818,2.72727272727273,2.36363636363636,2.72727272727273,2.875,3,3.27272727272727
"10107",46,4,1,4,1,4,4,3,3,4,4,5,3,2,75,1.15555555555556,3.19565217391304,2.58695652173913,3.30434782608696,1.30434782608696,3.19565217391304,2.48888888888889,3.71739130434783,2.5
"10108",32,4,1,4,1,1,1,5,1,5,3,5,1,3,76,1.8,2.96875,2.40625,3.9375,1.46875,3,3.1,3.375,1.9375
"10109",48,4,1,4,1,1,3,4,1,5,4,4,1,3,77,1.02272727272727,2.66666666666667,2.0625,4.04166666666667,1.04166666666667,3.79166666666667,4.18181818181818,4.72916666666667,1.375
"10110",12,4,1,4,1,4,4,4,2,3,3,3,1,4,78,1.59504132231405,2.81818181818182,2.81818181818182,3.27272727272727,1.45454545454545,3,3,3.36363636363636,2
"10111",54,4,1,4,1,4,4,5,1,3,4,3,2,2,79,1,3.14814814814815,2.72222222222222,3.85185185185185,1.22222222222222,2.98148148148148,3.75925925925926,3.94444444444444,2.05555555555556
"10112",41,4,1,4,2.23333333333333,5,3,4,3,1,4.2,3,2,3,80,2.21416666666667,3.375,2.9,3.8,3.25,2.3,4.205,3.775,2.325
"10113",47,4,1,4,1,5,4,3,2,3,3,4,3,3,81,1.54285714285714,3.23404255319149,1.93617021276596,3.38297872340426,1.65957446808511,3.38297872340426,3.71428571428571,4.02127659574468,2.14893617021277
"10114",26,4,1,4,1,3,1,5,1,2,4,5,4,2,82,1.20761904761905,2.52,1.92,4.2,1.72,3.88,4.63428571428571,4.8,2.92
"10116",24,4,1,4,1,5,5,5,1,4,5,4,1,2,83,1.34782608695652,3.29166666666667,2.66666666666667,3.875,1,2.875,4.04347826086957,4.33333333333333,2.20833333333333
"10117",40,4,1,4,2,5,3,3,4,2,3,4,3,2,84,2.1025641025641,2.4,2.2,3.05,1.975,3.825,3.23076923076923,3.7,2.35
"10118",49,4,1,4,1,2,4,4,2,2,4,5,1,3,85,1.03225806451613,3.16326530612245,2.79591836734694,3.16326530612245,2.02040816326531,2.40816326530612,3.25806451612903,4.04081632653061,2.08163265306122
"10123",34,4,1,4,1,3,3,3,1,4,4,4,2,4,88,1.5625,2.76470588235294,2.61764705882353,2.61764705882353,1.55882352941176,2.91176470588235,3.45161290322581,3.76470588235294,3.23529411764706
"10124",50,4,1,4,1,3,1,5,1,5,5,4,1,3,89,1,3.56,2.54,4.2,1.2,2.54,4.3695652173913,2.96,1.3
"10125",33,4,1,4,1,2,2,2,2,4,4,4,3,2,90,1.51851851851852,2.93939393939394,2.39393939393939,2.81818181818182,2.24242424242424,2.84848484848485,3.11111111111111,3.45454545454545,2.75757575757576
"10126",19,4,1,4,3,2,1,2,4,3,2,5,4,3,91,2,2.89473684210526,2.42105263157895,2.52631578947368,2.57894736842105,3.42105263157895,3.78571428571429,3.36842105263158,3.42105263157895
"10127",43,4,1,4,2,3,4,5,1,3,3,3,1,1,92,1.54936120789779,3.07142857142857,2.66666666666667,3.38095238095238,1.21428571428571,2.80952380952381,2.4006968641115,3.30952380952381,2.21428571428571
"10128",36,4,1,4,1,5,2,5,1,2,3,3,1,3,93,1.29411764705882,3.27777777777778,2.16666666666667,3.91666666666667,1.05555555555556,2.33333333333333,3.02941176470588,3.16666666666667,1.94444444444444
"10129",49,4,1,4,2,5,5,5,2,1,3.475,1,3,4,94,2,3.6530612244898,2.95918367346939,3.02040816326531,2.53061224489796,2.55102040816327,3.475,3.55102040816327,3.26530612244898
"10130",44,4,1,4,1,1,1,4,2,3,3,5,1,3,95,1.55555555555556,3.06818181818182,2.36363636363636,3.90909090909091,1.29545454545455,2.56818181818182,3.08333333333333,3.13636363636364,1.47727272727273
"10132",16,4,1,4,1,2,2,5,1,2,3,3,1,5,97,1,3,1.875,3.75,1.375,2.375,3.2,3.375,2.375
"10133",17,4,1,4,1,1,2,3,1,4,3,4,3,2,98,1.28571428571429,4,3.47058823529412,3.64705882352941,2.05882352941176,2.35294117647059,2.71428571428571,2.29411764705882,2
"10136",50,4,1,4,1,3,4,3,1,3,4,4,2,3,100,1.71875,3.86,2.7,3.16,2.34,1.9,3.90625,3.8,2.12
"10137",42,4,1,4,1,5,3,2,1,1,2,3,4,3,101,2.16666666666667,3.21428571428571,2.64285714285714,2.95238095238095,2.07142857142857,2.76190476190476,3.38888888888889,3.23809523809524,2.28571428571429
"10139",21,4,1,4,1,2,3,5,1,3,4,4,4,3,103,1,1.95238095238095,1.57142857142857,3.23809523809524,1,3.47619047619048,3.42857142857143,3.80952380952381,2.66666666666667
"10141",37,4,1,4,1,1,2,5,1,5,4,5,1,4,104,1,2.67567567567568,1.7027027027027,4.13513513513514,1.02702702702703,3.86486486486486,4.14285714285714,4.89189189189189,1.24324324324324
"10143",46,4,1,4,2,4,3,3,2,3,2,3,3,4,105,2.025,3.58695652173913,2.78260869565217,3.47826086956522,2.19565217391304,2.76086956521739,3.3,3.1304347826087,2.52173913043478
"10144",38,4,1,4,1,2,2,4,1,5,4,5,1,3,106,2.08823529411765,3.07894736842105,2.07894736842105,3.31578947368421,1.28947368421053,2.89473684210526,3.11764705882353,4.31578947368421,2.31578947368421
"10145",31,4,1,4,1,3,4,5,1,3,3,5,1,3,107,1,2.64516129032258,2.32258064516129,3.09677419354839,1.48387096774194,3.09677419354839,3.51851851851852,4.64516129032258,1.90322580645161
"10147",21,4,1,4,1,3,3,5,1,1,4,4,1,3,108,1.36842105263158,3.14285714285714,2.80952380952381,3.33333333333333,2.28571428571429,2.52380952380952,3.31578947368421,3.66666666666667,2.38095238095238
"10148",19,4,1,4,1,5,2,5,3,1,3.33333333333333,4,1,3,109,1,3.57894736842105,2.63157894736842,4,1.47368421052632,2.42105263157895,3.33333333333333,3.63157894736842,1.47368421052632
"10153",54,4,1,4,1.11428571428571,3,4,4,4,1,3.22857142857143,3,4,4,113,1.11428571428571,3.85185185185185,2.38888888888889,3.46296296296296,2.77777777777778,1.77777777777778,3.22857142857143,3.72222222222222,2.46296296296296
"10154",29,4,1,4,1.05555555555556,5,5,5,1,1,3.42105263157895,3,4,2,114,1.05555555555556,4.13793103448276,3.20689655172414,4.41379310344828,1.03448275862069,1.93103448275862,3.42105263157895,3.03448275862069,1.86206896551724
"10155",49,4,1,4,1,5,3,2,3,2,3,4,2,2,115,1.86486486486486,3.57142857142857,3.26530612244898,3.71428571428571,1.75510204081633,2.85714285714286,3.40540540540541,3.30612244897959,2.02040816326531
"10157",37,4,1,4,1,1,1,5,1,5,5,5,1,2,116,1.53333333333333,2.86486486486486,1.48648648648649,3.48648648648649,1.21621621621622,3.37837837837838,4.2258064516129,4.97297297297297,1.86486486486486
"10158",26,4,1,4,2,2,4,3,2,2,4,5,3,3,117,1.2,3.15384615384615,3.76923076923077,3.19230769230769,1.65384615384615,2.96153846153846,3.23809523809524,3.42307692307692,2.76923076923077
"10159",21,4,1,4,2,2,2,2,3,4,3,4,2,4,118,2.19047619047619,3.23809523809524,3.42857142857143,3.38095238095238,2.14285714285714,2.80952380952381,3.04761904761905,3.28571428571429,2.14285714285714
"10160",27,4,1,4,1,2,3,3,1,4,3,4,3,4,119,1.88461538461538,2.92592592592593,3.25925925925926,3.25925925925926,2.03703703703704,3.03703703703704,3.19230769230769,3.07407407407407,2.55555555555556
"10161",37,4,1,4,1,2,2,3,1,4,4,4,3,3,120,1.79166666666667,3.72972972972973,3.37837837837838,3.67567567567568,1.56756756756757,2.43243243243243,3.08333333333333,3.32432432432432,2.54054054054054
"10162",14,4,1,4,3,3,1,5,1,4,5,5,1,2,121,1.77777777777778,2.92307692307692,2.53846153846154,3.84615384615385,2.38461538461538,2.92307692307692,3.66666666666667,3.46153846153846,2.23076923076923
"10164",41,4,1,4,1,5,4,2,3,2,3,4,1,3,122,1.4375,3.31707317073171,3.02439024390244,3.19512195121951,1.68292682926829,2.75609756097561,3.625,3.02439024390244,2.4390243902439
