"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","beepvar3","SID2","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp"
"10234",46,3,10,39,2,2,1,2,3,1,3,4,3,32,179,1.85714285714286,4.43478260869565,3.5,2.80434782608696,2.52173913043478,1.8695652173913,2.57142857142857,2.23913043478261,3.02173913043478
"10236",50,3,10,39,1,1,1,4,1,3,4,5,1,31,180,1.30434782608696,2.98,2.22,3.64,1.26,2.9,3.34782608695652,4.22,1.98
"10237",32,3,10,39,1,2,3,3,1,2,4,4,3,29,181,1.41666666666667,3.03125,2.53125,3.46875,1.875,2.4375,3.41666666666667,3.90625,2.21875
"10238",28,3,10,39,1,4,5,3,2,2,3,1,4,23,182,1.26086956521739,3.92857142857143,3.14285714285714,2.71428571428571,2.60714285714286,1.78571428571429,2.25,2.39285714285714,3.42857142857143
"10239",24,3,10,39,1.33333333333333,5,1,3,1,1,3.71428571428571,4,3,22,183,1.33333333333333,3.04166666666667,1.75,3.08333333333333,1.54166666666667,3.25,3.71428571428571,4.16666666666667,2.875
"10240",26,3,10,39,3,2,4,1,5,1,4,3,5,21,184,1.17391304347826,2.8,2.92,2.12,3.56,2.08,3.56521739130435,3.92,4.28
"10241",55,3,10,39,1,2,5,2,5,1,3,3,2,37,185,1.13461538461538,3.87272727272727,3.41818181818182,2.69090909090909,3.49090909090909,1.89090909090909,2.23076923076923,3.01818181818182,2.76363636363636
"10245",56,3,10,39,2,5,3,3,3,2,3,3,3,38,189,1.7906976744186,3.39285714285714,3.05357142857143,3.19642857142857,1.78571428571429,2.625,3.30232558139535,3.125,2.17857142857143
"10260",32,3,10,39,2,3,1,5,1,3,3,4,2,15,200,1.51612903225806,2.9375,2.25,4.78125,1.03125,3.34375,2.54838709677419,4.1875,1.84375
"10270",52,3,10,39,1,2,1,4,1,4,4,5,3,35,205,1.18,2.75,2.26923076923077,3.73076923076923,1.34615384615385,3.21153846153846,4.02,4.13461538461539,1.57692307692308
"10272",50,3,10,39,3,4,4,2,2,3,3,3,3,33,207,1.95555555555556,3.7,3.44,2.6,2.26,2.42,3.2,2.96,3.04
"10274",57,3,10,39,1,3,1,4,1,4,4,4,3,36,209,1.225,3.3859649122807,1.66666666666667,3.68421052631579,1.31578947368421,2.47368421052632,4.325,4.54385964912281,2.31578947368421
"10277",56,3,10,39,1,1,1,3,1,3,5,5,3,37,212,1,3.07142857142857,1.60714285714286,3.82142857142857,1.07142857142857,2.75,4.78846153846154,4.80357142857143,1.41071428571429
"10280",40,3,10,39,1,2,3,3,1,4,5,5,2,30,213,1.09677419354839,3.475,2.025,3.075,2.05,2.35,4,3.975,2.7
"10287",35,3,10,39,1,1,3,4,1,5,5,5,4,27,217,1,3.57142857142857,1.42857142857143,1.85714285714286,3.11428571428571,2.14285714285714,4.04,4.51428571428571,4.57142857142857
"10288",53,3,10,39,1,3,2,4,1,3,4,4,2,36,218,1.17307692307692,3.05660377358491,2.22641509433962,3.69811320754717,1.47169811320755,2.73584905660377,4.23076923076923,3.66037735849057,2.22641509433962
"10289",53,3,10,39,2,3,3,3,1,3,3,4,2,35,219,2.04,3,2.54716981132075,3.07547169811321,1.64150943396226,2.92452830188679,3.22,4.18867924528302,2.84905660377358
"10293",44,3,10,39,1,2,2,4,1,3,3,5,2,36,223,1.20512820512821,3.20454545454545,1.88636363636364,3.5,1.20454545454545,2.79545454545455,3.02564102564103,3.90909090909091,2.29545454545455
"10299",42,3,10,39,1.8,4,4,5,1,1,1.43333333333333,3,1,29,227,1.8,3.57142857142857,2.71428571428571,4.04761904761905,1.73809523809524,1.73809523809524,1.43333333333333,3.61904761904762,2.0952380952381
"10311",53,3,10,39,1,2,1,3,2,3,2,3,2,36,234,1.125,2.90566037735849,2.24528301886792,2.79245283018868,1.66037735849057,2.45283018867925,2.66666666666667,3.35849056603774,2.43396226415094
"10313",50,3,10,39,3,3,4,1,5,2,3,2,5,31,236,1.62790697674419,3.94,2.58,2.7,2.58,2.46,3.86046511627907,3.42,3.44
"10314",54,3,10,39,2,3,1,4,1,4,4,4,1,35,237,1.38775510204082,2.64814814814815,2.2962962962963,3.44444444444444,1.46296296296296,3.16666666666667,3.81632653061224,3.94444444444444,2.33333333333333
"10315",47,3,10,39,1,2,1,2,1,5,5,5,1,35,238,1.09090909090909,2.85106382978723,1.78723404255319,2.82978723404255,1.51063829787234,3.38297872340426,3.86363636363636,4.06382978723404,2.06382978723404
"10316",51,3,10,39,1.45454545454545,5,3,3,1,2,3.09090909090909,3,2,35,239,1.45454545454545,3.58823529411765,2.01960784313725,4,1.50980392156863,2.43137254901961,3.09090909090909,3.84313725490196,1.70588235294118
"10317",48,3,10,39,1.89189189189189,5,2,3,1,2,3.59459459459459,3,3,31,240,1.89189189189189,3.36170212765957,2.06382978723404,2.70212765957447,1,2.97872340425532,3.59459459459459,3.31914893617021,3.14893617021277
"10330",38,3,10,39,1,2,1,4,1,5,4,4,1,31,252,1.06224406224406,3.18918918918919,2.18918918918919,4.32432432432432,1.02702702702703,3.37837837837838,3.62653562653563,3.7027027027027,1.59459459459459
"10338",54,3,10,39,1,2,2,3,1,4,2,4,3,36,259,1.34782608695652,3.12962962962963,3.05555555555556,3.38888888888889,1.77777777777778,2.74074074074074,2.41304347826087,3.85185185185185,2.38888888888889
"10352",43,3,10,39,2,3,1,4,1,4,3,4,2,30,270,1.33333333333333,2.93023255813953,1.7906976744186,3.69767441860465,1.58139534883721,3.46511627906977,3.30952380952381,4.02325581395349,2.67441860465116
"10359",43,3,10,39,1.29032258064516,5,1,1,5,1,4.7,3,3,27,275,1.3044846577498,3.78048780487805,1.80487804878049,3.36585365853659,1.92682926829268,2.58536585365854,4.74146341463415,4.4390243902439,2.19512195121951
"10365",54,3,10,39,1,3,5,5,2,2,5,4,1,34,280,1.20408163265306,3.55555555555556,2.12962962962963,3.85185185185185,1.33333333333333,2.57407407407407,3.59183673469388,4.09259259259259,2.55555555555556
"10366",55,3,10,39,1,3,3,4,1,3,5,5,3,34,281,1,3.03636363636364,2.29090909090909,3.98181818181818,1.18181818181818,3.90909090909091,4.81481481481481,4.87272727272727,2.36363636363636
"10372",52,3,10,39,2,3,1,4,2,3,2,5,4,33,287,1.7027027027027,3.76923076923077,3,3.03846153846154,2.25,2.07692307692308,2.51351351351351,3.19230769230769,3.09615384615385
"10380",42,3,10,39,1.21621621621622,4,5,4,1,1,2.7027027027027,2,1,30,292,1.21621621621622,3.64285714285714,2.54761904761905,3.52380952380952,1.5952380952381,2.4047619047619,2.7027027027027,2.95238095238095,2.14285714285714
"10386",54,3,10,39,2,2,1,2,2,4,3,5,3,34,297,1.93478260869565,3.01851851851852,2.42592592592593,2.88888888888889,2.2962962962963,2.66666666666667,3.60869565217391,4.62962962962963,2.51851851851852
"10389",44,3,10,39,1.55172413793103,3,3,3,3,1,2.48275862068966,3,3,32,299,1.55172413793103,3.5,2.63636363636364,2.86363636363636,1.61363636363636,2.15909090909091,2.48275862068966,3.54545454545455,2.97727272727273
"10390",24,3,10,39,1,3,3,4,1,5,3,5,3,17,300,1.04545454545455,2.58333333333333,1.5,3.625,1,3.33333333333333,2.59090909090909,3.95833333333333,1.66666666666667
"10397",55,3,10,39,1,4,1,2,2,2,4,4,2,36,305,1.58333333333333,3.45454545454545,2.10909090909091,3.18181818181818,1.89090909090909,2.30909090909091,3.85416666666667,4.29090909090909,2.56363636363636
"10402",21,3,10,39,2,4,3,4,2,3,3,3,3,15,308,2.125,3.47619047619048,3.19047619047619,3.52380952380952,1.76190476190476,2.57142857142857,2.9375,3,2.42857142857143
"10404",30,3,10,39,1,5,2,5,1,1,2.72727272727273,5,2,26,309,1,3.55172413793103,1.6551724137931,2.89655172413793,1.51724137931034,2.13793103448276,2.72727272727273,3.6551724137931,3.55172413793103
"10412",30,3,10,39,1,1,1,3,1,4,3,4,1,19,314,1.60714285714286,2.76666666666667,1.23333333333333,2.4,1.2,3.03333333333333,3.39285714285714,3.46666666666667,2.9
"10413",38,3,10,39,1,3,4,3,1,3,5,1,4,24,315,1.17117117117117,3.13513513513514,2.02702702702703,3.86486486486486,1.08108108108108,3.05405405405405,4.48648648648649,4.02702702702703,2.05405405405405
"10414",41,3,10,39,1,1,4,4,2,5,4,4,3,27,316,1.45945945945946,3.58536585365854,2.8780487804878,3.53658536585366,2.14634146341463,2.68292682926829,3.64864864864865,3.53658536585366,2.39024390243902
"10415",52,3,10,39,1,5,1,3,1,1,3,5,1,35,317,1.28260869565217,2.69230769230769,2.42307692307692,3.28846153846154,1.25,2.84615384615385,3.32608695652174,4.07692307692308,1.53846153846154
"10429",48,3,10,39,1,3,5,5,1,2,4,3,2,38,326,1.23809523809524,3.60416666666667,1.875,3.6875,1.04166666666667,3.02083333333333,4.40476190476191,4.58333333333333,1.89583333333333
"10432",59,3,10,39,1,2,1,5,1,4,4,5,1,38,328,1.14893617021277,3.25423728813559,2.3728813559322,3.67796610169492,1.06779661016949,2.77966101694915,3.91489361702128,4.71186440677966,1.64406779661017
"10434",20,3,10,39,1,3,5,5,1,1,1,1,1,20,330,2.05,3.2,2.95,2.9,1.65,2.45,1.4,2.3,2.9
"10437",47,3,10,39,1,2,3,4,2,5,3,2,3,33,333,1.51111111111111,3.23404255319149,2.48936170212766,3.36170212765957,2.06382978723404,3.02127659574468,3.4,3.36170212765957,2.87234042553191
"10438",57,3,10,39,1,2,3,4,2,3,5,5,3,36,334,1.11764705882353,3.01754385964912,2.10526315789474,4.21052631578947,1.71929824561404,3.3859649122807,4.11764705882353,4.31578947368421,1.7719298245614
"10445",40,3,10,39,1,3,3,3,2,3,5,5,4,29,340,1.13888888888889,4.075,2.425,2.5,2.35,2.725,4.72222222222222,4.775,3.525
"10448",52,3,10,39,1,2,2,3,1,3,4,4,1,34,342,1.02311111111111,3.08,2.16,2.98,1.32,2.8,3.83511111111111,4.24,2.36
"10452",55,3,10,39,1.41666666666667,5,5,5,1,1,2.97959183673469,5,1,37,346,1.41666666666667,3.16363636363636,2.18181818181818,4.4,1.14545454545455,3,2.97959183673469,4.6,1.72727272727273
"10453",30,3,10,39,1,2,1,4,4,5,4,5,1,29,347,2.1304347826087,3.06666666666667,2.6,3.9,1.26666666666667,2.76666666666667,3.39130434782609,3.6,1.93333333333333
"10460",23,3,10,39,1,2,2,3,1,4,3,3,2,21,353,1.04545454545455,3,2.52173913043478,4,1.60869565217391,3.1304347826087,3.63636363636364,3.82608695652174,2.1304347826087
"10466",55,3,10,39,1.76315789473684,5,5,3,3,1,2.21052631578947,3,4,37,358,1.76315789473684,3.6,3.25454545454545,3.32727272727273,1.72727272727273,2.14545454545455,2.21052631578947,3.03636363636364,2.61818181818182
"10472",59,3,10,39,1,2,1,5,1,5,1,5,1,39,362,1.04347826086957,3.22033898305085,2.13559322033898,4.42372881355932,1,2.45762711864407,1.47826086956522,4.72881355932203,1.35593220338983
"10473",30,3,10,39,2,5,3,3,3,2,3.15789473684211,4,2,22,363,2,4.03846153846154,2.73076923076923,2.61538461538462,2.65384615384615,2.19230769230769,3.15789473684211,3.5,2.23076923076923
"10475",20,3,10,39,1,2,5,5,3,3,4,4,1,15,365,1.25,3,1.85,3.9,1.5,3.5,3.84210526315789,4.3,2.55
"10481",17,3,10,39,2,3,2,2,1,3,3,3,2,17,370,1.92307692307692,3.23529411764706,2.94117647058824,3.05882352941176,1.05882352941176,2.41176470588235,2.46153846153846,2.76470588235294,2.47058823529412
"10486",50,3,10,39,4,2,4,3,1,4,2,4,2,38,374,1.41463414634146,3.26530612244898,2.40816326530612,3.44897959183673,1.48979591836735,2.97959183673469,3.29268292682927,3.69387755102041,2
"10490",57,3,10,39,1.45833333333333,5,3,3,1,1,3.33333333333333,3,1,36,377,1.45833333333333,3.29824561403509,2.70175438596491,3.14035087719298,1.15789473684211,2.08771929824561,3.33333333333333,3.10526315789474,1.45614035087719
"10494",56,3,10,39,1.11764705882353,5,1,3,2,1,4.05882352941176,5,3,36,380,1.11978609625668,3.65454545454545,1.54545454545455,3.29090909090909,1.41818181818182,2.27272727272727,4.04171122994652,4.01818181818182,2.38181818181818
"10498",27,3,10,39,1,3,2,2,2,2,3,4,4,20,384,1.18181818181818,3.59259259259259,2.66666666666667,2.81481481481481,1.74074074074074,2.11111111111111,3.36363636363636,4,2.88888888888889
"10503",27,3,10,39,1,3,3,4,1,3,3,4,1,27,386,1.15789473684211,3.81481481481481,3.33333333333333,3.92592592592593,1.07407407407407,2.25925925925926,2.73684210526316,2.74074074074074,1.37037037037037
"10509",44,3,10,39,1,5,4,5,1,3,3,3,2,32,389,1.28947368421053,2.72727272727273,3.15909090909091,4.11363636363636,1.36363636363636,3.47727272727273,3.21052631578947,3.93181818181818,2.43181818181818
"10510",42,3,10,39,1,4,1,4,1,1,3,5,1,28,390,1.35135135135135,2.4390243902439,2.19512195121951,3.65853658536585,1.17073170731707,3,3.37837837837838,3.97560975609756,1.95121951219512
"10515",46,3,10,39,1,3,2,2,1,3,1,4,2,31,394,1.45161290322581,3.8695652173913,3.10869565217391,3.47826086956522,1.06521739130435,2.30434782608696,2.93548387096774,3.82608695652174,1.8695652173913
"10517",57,3,10,39,1,5,4,5,1,2,4,5,2,37,396,1.72727272727273,3.82456140350877,3.45614035087719,3.71929824561404,2.14035087719298,2.45614035087719,4.06818181818182,4.03508771929825,1.52631578947368
"10518",13,3,10,39,1,3,1,4,2,4,5,5,3,12,397,1.5,3.53846153846154,3,3.84615384615385,1.69230769230769,2.84615384615385,4.6,4.30769230769231,2.15384615384615
"10526",36,3,10,39,2,3,1,2,2,3,3,4,4,24,402,1.66666666666667,3.44444444444444,2.86111111111111,3.52777777777778,1.77777777777778,2.88888888888889,3.2,3.38888888888889,2.19444444444444
"10528",44,3,10,39,1,3,4,3,1,3,2,3,1,29,403,1.2,3.06818181818182,2.25,3.25,1.36363636363636,2.84090909090909,3.325,3.5,1.63636363636364
"10535",41,3,10,39,1,3,2,4,2,2,3,3,3,24,408,1.36666666666667,3.46341463414634,2.70731707317073,3.63414634146341,1.82926829268293,2.4390243902439,2.83333333333333,3.21951219512195,2.09756097560976
"10537",14,3,10,39,1,2,1,3,1,4,4,5,1,12,410,1,2.42857142857143,1.78571428571429,4,1,3.28571428571429,4,4.14285714285714,1
"10538",12,3,10,39,1,3,1,3,2,4,3.8,5,3,12,411,1,2.66666666666667,1.83333333333333,3.58333333333333,1.66666666666667,3.75,3.8,4.33333333333333,2.41666666666667
"10539",51,3,10,39,2,2,2,4,2,2,2,4,3,35,412,2.08333333333333,3.23529411764706,2.58823529411765,3.13725490196078,2.47058823529412,2.49019607843137,3.19444444444444,3.64705882352941,2.74509803921569
"10547",57,3,10,39,3,4,3,2,2,2,3,3,1,38,419,1.54545454545455,3.26315789473684,2.3859649122807,3.6140350877193,1.31578947368421,3.12280701754386,3.81818181818182,4.14035087719298,1.92982456140351
"4",32,4,10,40,1,1,2,5,1,5,3,5,1,24,3,1.66666666666667,2.375,2.8125,3.6875,1.8125,3.28125,3.2962962962963,3.5,1.9375
"5",47,4,10,40,1.82051282051282,5,3,2,2,3,3.82051282051282,2,5,33,4,1.82051282051282,2.80851063829787,2.27659574468085,2.91489361702128,1.68085106382979,3.14893617021277,3.82051282051282,3.76595744680851,3.02127659574468
"11",28,4,10,40,1,4,1,2,1,2,3,3,3,22,9,1.04,3.10714285714286,1.89285714285714,3.21428571428571,1.10714285714286,2.57142857142857,2.68,2.75,2.07142857142857
"17",54,4,10,40,3,2,5,3,1,5,2,4,1,35,11,1.34090909090909,2.68518518518519,2.62962962962963,3.46296296296296,1.2962962962963,3.44444444444444,3.22727272727273,4.22222222222222,1.51851851851852
"18",36,4,10,40,1,2,2,5,1,4,4,4,1,30,12,1.02857142857143,2.5,1.94444444444444,4.16666666666667,1.08333333333333,3.25,3.8,4,1.80555555555556
"19",40,4,10,40,2,4,4,4,2,2,4,3,2,31,13,1.88235294117647,3,2.8,3.7,2,3.175,3.61764705882353,3.5,2.175
"23",43,4,10,40,1,2,1,4,1,4,4,5,1,27,16,1.16216216216216,3.37209302325581,1.81395348837209,4.2093023255814,1.13953488372093,3.13953488372093,3.75675675675676,4.09302325581395,1.3953488372093
"26",46,4,10,40,1,2,2,3,1,3,3,4,3,30,17,1.47619047619048,2.78260869565217,2.30434782608696,3.67391304347826,1.19565217391304,3.17391304347826,3.61904761904762,3.84782608695652,2.39130434782609
"27",35,4,10,40,1,2,3,4,1,3,3,5,1,27,18,1.28125,2.45714285714286,2.2,3.82857142857143,1,2.88571428571429,2.70967741935484,4.42857142857143,1.22857142857143
"31",27,4,10,40,1,1,3,5,1,4,4,4,1,22,19,1.4375,2.7037037037037,2.11111111111111,4.33333333333333,1.07407407407407,2.85185185185185,3.75,3.62962962962963,1.07407407407407
"32",48,4,10,40,1,1,2,4,2,4,4,4,2,33,20,1,3.66666666666667,2.47916666666667,3.9375,1.85416666666667,2.97916666666667,3.80952380952381,3.58333333333333,2.33333333333333
"35",56,4,10,40,2,2,3,5,1,4,4,5,2,38,21,1.86666666666667,3.57142857142857,2.01785714285714,3.53571428571429,2.08928571428571,2.53571428571429,4.06818181818182,4.05357142857143,2.75
"36",40,4,10,40,3,3,3,3,3,3,3,3,3,34,22,2.54285714285714,3.025,3.15,2.925,2.775,2.8,3.02857142857143,3.15,2.7
"40",44,4,10,40,3,5,5,2,3,1,1,1,3,38,24,1.975,3.97727272727273,3.68181818181818,2.59090909090909,2.06818181818182,1.36363636363636,1.125,1.70454545454545,2.84090909090909
"45",44,4,10,40,1.675,5,3,3,4,1,3.63414634146341,4,3,36,27,1.675,2.93181818181818,2.54545454545455,3.18181818181818,2.02272727272727,3.02272727272727,3.63414634146341,3.88636363636364,2.81818181818182
"51",45,4,10,40,2,3,2,3,2,3,4,3,3,37,32,1.34090909090909,3.93333333333333,1.68888888888889,3.93333333333333,1.08888888888889,2.37777777777778,4.52272727272727,3.95555555555556,1.91111111111111
"53",36,4,10,40,1,2,3,4,2,4,4,4,2,31,34,1.46666666666667,3.33333333333333,2.63888888888889,3.47222222222222,2.52777777777778,3,3.96666666666667,3.63888888888889,2.61111111111111
"54",45,4,10,40,1,1,1,3,1,5,4,5,1,38,35,1.02702702702703,3.26666666666667,1.17777777777778,3.62222222222222,1.02222222222222,2.82222222222222,4.05405405405405,4.4,1.31111111111111
"56",33,4,10,40,1,3,2,3,1,2,3,3,4,21,36,1.12121212121212,2.63636363636364,2.09090909090909,2.72727272727273,1.48484848484848,2.84848484848485,3.15151515151515,3.27272727272727,3.42424242424242
"60",33,4,10,40,1,3,1,3,2,4,5,4,2,29,39,1.70967741935484,3.57575757575758,2.24242424242424,2.6969696969697,1.96969696969697,2.57575757575758,3.67741935483871,3.78787878787879,2.3030303030303
"74",43,4,10,40,1,5,1,2,2,1,3,3,2,31,49,1,4.04651162790698,1.3953488372093,3.23255813953488,1.23255813953488,2.06976744186047,3.75,3.13953488372093,2
"86",46,4,10,40,2,2,2,3,1,1,4,5,3,32,56,1.44117647058824,3.30434782608696,2.93478260869565,2.84782608695652,1.5,2.47826086956522,2.94285714285714,3.58695652173913,2.54347826086957
"87",55,4,10,40,1,1,3,5,1,5,3,5,1,36,57,1.38,2.98181818181818,1.38181818181818,3.25454545454545,1.03636363636364,2.29090909090909,2.86,3.65454545454545,2.43636363636364
"88",50,4,10,40,1,2,5,5,1,4,5,3,1,36,58,1.66666666666667,3.58,2.7,3.16,1.9,2.44,3.89583333333333,3.34,3.06
"89",54,4,10,40,2,4,2,4,2,4,4,4,2,35,59,1.8,2.94444444444444,2.90740740740741,3.59259259259259,2.5,3.14814814814815,3.54,3.31481481481481,2.7037037037037
"90",34,4,10,40,3,2,4,2,2,2,3,4,4,30,60,2.42424242424242,3.44117647058824,3.67647058823529,3.47058823529412,1.85294117647059,2.11764705882353,2.78787878787879,3.32352941176471,2.97058823529412
"94",45,4,10,40,1.23809523809524,4,1,2,1,1,4.09523809523809,4,3,30,64,1.23809523809524,3.57777777777778,1.68888888888889,3.4,1.33333333333333,2.48888888888889,4.09523809523809,4.37777777777778,1.93333333333333
"95",29,4,10,40,2,2,4,4,2,4,4,2,2,24,65,2.66666666666667,3.17241379310345,4.24137931034483,2.27586206896552,2.3448275862069,2.75862068965517,3.18518518518519,2.24137931034483,4.06896551724138
"97",48,4,10,40,1.31034482758621,5,5,3,5,1,4.62068965517241,5,3,31,66,1.31034482758621,3.22916666666667,1.8125,4.35416666666667,1.75,2.77083333333333,4.62068965517241,4.97916666666667,1.60416666666667
"98",44,4,10,40,1,4,1,2,2,3,4,3,3,33,67,1.36363636363636,4.09090909090909,2.04545454545455,3.09090909090909,1.61363636363636,1.97727272727273,3.125,3.61363636363636,2.04545454545455
"101",42,4,10,40,2,2,4,3,3,3,2,3,3,29,69,1.96774193548387,3.19047619047619,3.14285714285714,3.04761904761905,2.61904761904762,2.5952380952381,2.2258064516129,3,2.85714285714286
"102",44,4,10,40,1,2,3,3,1,4,3,3,5,36,70,1.27027027027027,3.43181818181818,3.20454545454545,2.95454545454545,1.90909090909091,2.11363636363636,1.94594594594595,2.97727272727273,2.68181818181818
"10107",46,4,10,40,1,3,3,4,2,4,2,3,2,33,75,1.15555555555556,3.19565217391304,2.58695652173913,3.30434782608696,1.30434782608696,3.19565217391304,2.48888888888889,3.71739130434783,2.5
"10111",54,4,10,40,1,4,2,3,1,3,4,4,2,36,79,1,3.14814814814815,2.72222222222222,3.85185185185185,1.22222222222222,2.98148148148148,3.75925925925926,3.94444444444444,2.05555555555556
"10112",41,4,10,40,2,2,4,5,4,4,5,4,3,33,80,2.21416666666667,3.375,2.9,3.8,3.25,2.3,4.205,3.775,2.325
"10113",47,4,10,40,2,3,2,3,2,4,4,5,3,35,81,1.54285714285714,3.23404255319149,1.93617021276596,3.38297872340426,1.65957446808511,3.38297872340426,3.71428571428571,4.02127659574468,2.14893617021277
"10117",40,4,10,40,2,4,2,4,2,4,3,3,2,28,84,2.1025641025641,2.4,2.2,3.05,1.975,3.825,3.23076923076923,3.7,2.35
"10118",49,4,10,40,1.03225806451613,3,2,4,2,2,3.25806451612903,4,2,35,85,1.03225806451613,3.16326530612245,2.79591836734694,3.16326530612245,2.02040816326531,2.40816326530612,3.25806451612903,4.04081632653061,2.08163265306122
"10121",26,4,10,40,1,4,2,3,1,2,3,4,3,24,86,1.16,3.15384615384615,2.42307692307692,3.19230769230769,1.5,3.03846153846154,4.08,4.46153846153846,2.11538461538462
"10123",34,4,10,40,1,3,5,3,3,3,4,4,3,27,88,1.5625,2.76470588235294,2.61764705882353,2.61764705882353,1.55882352941176,2.91176470588235,3.45161290322581,3.76470588235294,3.23529411764706
"10124",50,4,10,40,1,5,2,4,1,1,5,3,2,39,89,1,3.56,2.54,4.2,1.2,2.54,4.3695652173913,2.96,1.3
"10125",33,4,10,40,1.51851851851852,5,3,3,3,1,3.11111111111111,3,2,29,90,1.51851851851852,2.93939393939394,2.39393939393939,2.81818181818182,2.24242424242424,2.84848484848485,3.11111111111111,3.45454545454545,2.75757575757576
"10127",43,4,10,40,1,2,5,4,1,3,5,3,2,31,92,1.54936120789779,3.07142857142857,2.66666666666667,3.38095238095238,1.21428571428571,2.80952380952381,2.4006968641115,3.30952380952381,2.21428571428571
"10128",36,4,10,40,1,3,2,3,1,3,3,3,3,31,93,1.29411764705882,3.27777777777778,2.16666666666667,3.91666666666667,1.05555555555556,2.33333333333333,3.02941176470588,3.16666666666667,1.94444444444444
"10129",49,4,10,40,2,5,2,4,3,1,3.475,3,5,37,94,2,3.6530612244898,2.95918367346939,3.02040816326531,2.53061224489796,2.55102040816327,3.475,3.55102040816327,3.26530612244898
"10130",44,4,10,40,1,1,2,3,1,3,3,4,2,33,95,1.55555555555556,3.06818181818182,2.36363636363636,3.90909090909091,1.29545454545455,2.56818181818182,3.08333333333333,3.13636363636364,1.47727272727273
"10136",50,4,10,40,1.71875,5,2,2,3,1,3.90625,4,3,34,100,1.71875,3.86,2.7,3.16,2.34,1.9,3.90625,3.8,2.12
"10137",42,4,10,40,3,3,2,2,2,3,4,4,3,32,101,2.16666666666667,3.21428571428571,2.64285714285714,2.95238095238095,2.07142857142857,2.76190476190476,3.38888888888889,3.23809523809524,2.28571428571429
"10141",37,4,10,40,1,3,1,3,1,4,4,5,3,32,104,1,2.67567567567568,1.7027027027027,4.13513513513514,1.02702702702703,3.86486486486486,4.14285714285714,4.89189189189189,1.24324324324324
"10143",46,4,10,40,1,4,1,3,1,3,4,3,1,35,105,2.025,3.58695652173913,2.78260869565217,3.47826086956522,2.19565217391304,2.76086956521739,3.3,3.1304347826087,2.52173913043478
"10144",38,4,10,40,2,5,1,3,1,2,3,5,2,34,106,2.08823529411765,3.07894736842105,2.07894736842105,3.31578947368421,1.28947368421053,2.89473684210526,3.11764705882353,4.31578947368421,2.31578947368421
"10145",31,4,10,40,1,2,1,2,1,1,3.51851851851852,5,1,31,107,1,2.64516129032258,2.32258064516129,3.09677419354839,1.48387096774194,3.09677419354839,3.51851851851852,4.64516129032258,1.90322580645161
"10150",48,4,10,40,1,2,2,5,2,5,5,5,1,33,111,1.02439024390244,3.29166666666667,2.83333333333333,3.8125,1.95833333333333,3.08333333333333,4.66666666666667,3.64583333333333,2.125
"10153",54,4,10,40,1.11428571428571,5,5,3,3,1,3.22857142857143,3,2,40,113,1.11428571428571,3.85185185185185,2.38888888888889,3.46296296296296,2.77777777777778,1.77777777777778,3.22857142857143,3.72222222222222,2.46296296296296
"10154",29,4,10,40,1,2,3,5,1,3,4,4,2,25,114,1.05555555555556,4.13793103448276,3.20689655172414,4.41379310344828,1.03448275862069,1.93103448275862,3.42105263157895,3.03448275862069,1.86206896551724
"10155",49,4,10,40,1.86486486486486,5,4,5,2,2,3.40540540540541,3,2,34,115,1.86486486486486,3.57142857142857,3.26530612244898,3.71428571428571,1.75510204081633,2.85714285714286,3.40540540540541,3.30612244897959,2.02040816326531
"10157",37,4,10,40,2,3,2,3,2,3,4,5,2,29,116,1.53333333333333,2.86486486486486,1.48648648648649,3.48648648648649,1.21621621621622,3.37837837837838,4.2258064516129,4.97297297297297,1.86486486486486
"10161",37,4,10,40,1.79166666666667,4,4,5,1,1,3.08333333333333,3,1,27,120,1.79166666666667,3.72972972972973,3.37837837837838,3.67567567567568,1.56756756756757,2.43243243243243,3.08333333333333,3.32432432432432,2.54054054054054
"10164",41,4,10,40,1,1,3,3,1,3,5,3,2,32,122,1.4375,3.31707317073171,3.02439024390244,3.19512195121951,1.68292682926829,2.75609756097561,3.625,3.02439024390244,2.4390243902439
"10173",41,4,10,40,1,4,4,5,1,3,5,5,1,37,127,1.41176470588235,2.95121951219512,2.73170731707317,4.02439024390244,1.1219512195122,2.78048780487805,3.38235294117647,4.1219512195122,1.58536585365854
"10174",35,4,10,40,1.25,5,5,3,3,1,3.42857142857143,2,3,29,128,1.25,3.31428571428571,3.2,3.17142857142857,2.11428571428571,2.54285714285714,3.42857142857143,2.91428571428571,2.45714285714286
"10177",40,4,10,40,2,1,3,3,3,3,3,3,3,31,131,2.22222222222222,2.525,2.85,2.875,2.35,3.225,3.5,3.025,3.075
"10178",16,4,10,40,4,2,3,3,1,2,3,4,1,15,132,1.25,2.625,1.875,3.1875,1,2.5625,3,3.5,1.6875
"10181",53,4,10,40,1,3,4,4,2,4,3,3,2,38,134,1.54901960784314,2.88679245283019,2.37735849056604,3,1.79245283018868,2.88679245283019,2.98039215686275,3.26415094339623,2.60377358490566
