"","esm.IDnum.w1","esm.PRO01.w1","esm.PRO02.w1","esm.PRO03.w1","esm.startDateTime.w1","esm.PRO04.w1","esm.PRO05.w1","esm.PRO06.w1","esm.PRO07.w1","esm.endDateTime.w1","esm.OR.w1","esm.NQ11.w1","esm.NQ12.w1","esm.EXT.w1","esm.AGR.w1","esm.CON.w1","esm.NEU.w1","esm.NQ11+1.w1","esm.NQ12+1.w1","esm.EXT+1.w1","esm.AGR+1.w1","esm.CON+1.w1","esm.NEU+1.w1","esm.NQ01.w1","esm.BFI37.w1","esm.BFI21.w1","esm.BFI23.w1","esm.BFI09.w1","esm.NQ09.w1","esm.NQ07.w1","esm.BFI04.w1","esm.NQ33.w1","esm.BFI36.w1","esm.BFI32.w1","esm.BFI13.w1","esm.BFI19.w1","esm.BH01.w1","esm.BH02.w1","esm.ACT12.w1","esm.BH03.w1","esm.BH04.w1","esm.BH05.w1","esm.BH06.w1","esm.BH07.w1","esm.ACT13.w1","esm.ACT18.w1","esm.BH08.w1","esm.ACT06.w1","esm.ACT39.w1","esm.ST01.w1","esm.ST02.w1","esm.ST03.w1","esm.ST04.w1","esm.AGQ13.w1","esm.ST06.w1","esm.ST07.w1","esm.ST08.w1","esm.ST09.w1","esm.ST10.w1","esm.ST11.w1","esm.ST12.w1","esm.ST13.w1","esm.ST14.w1","esm.ST15.w1","esm.ST16.w1","esm.ST17.w1","esm.ST18.w1","esm.ST19.w1","esm.ST20.w1","esm.ST21.w1","esm.ST22.w1","esm.ST23.w1","esm.ST24.w1","esm.DY01.w1","esm.DY02.w1","esm.DY03.w1","esm.DY04.w1","esm.DY05.w1","esm.CESD01.w1","esm.CESD02.w1","esm.CESD03.w1","esm.CESD04.w1","esm.CESD05.w1","esm.CESD06.w1","esm.CESD07.w1","esm.CESD08.w1","esm.CESD09.w1","esm.CESD10.w1"
"4359",10217,59,2,2,"7/23/13 15:09",6,22,2,0,"7/23/13 15:11","Errands",3,3,2,NA,4,4,2,2,1,4,5,4,5,NA,3,3,2,4,3,2,3,1,NA,5,3,1,0,1,0,0,0,0,1,0,0,NA,NA,3,5,3,1,0,4,2,1,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4360",10213,45,2,2,"7/23/13 15:02",11,42,2,0,"7/23/13 15:04","research meeting",5,1,4,5,5,1,NA,NA,NA,NA,NA,NA,5,1,3,1,5,4,5,1,1,4,4,5,1,0,1,0,0,0,0,0,0,0,0,NA,3,1,3,5,0,1,5,3,3,3,3,0,0,2,1,NA,NA,3,4,3,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4361",10213,45,2,2,"7/22/13 17:02",10,38,1,0,"7/22/13 17:05","Mentally recharging / meditating",5,2,3,NA,4,3,2,5,2,NA,4,5,3,NA,3,3,3,4,4,2,2,2,NA,4,3,1,0,0,0,0,0,0,0,0,0,NA,NA,1,3,5,0,0,3,3,3,5,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4362",10219,29,2,2,"7/22/13 15:36",6,22,1,0,"7/22/13 15:39","At a doctors appointment",3,2,4,4,4,3,4,2,3,4,5,3,4,1,2,2,3,4,3,1,2,3,3,4,2,0,0,0,0,0,0,0,0,0,0,NA,4,3,3,2,0,1,4,4,3,5,3,0,0,3,1,NA,NA,3,3,3,3,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4363",10217,59,2,2,"7/22/13 15:15",5,18,1,0,"7/22/13 15:18","Orthodontist's appointment, running errands",2,3,3,4,5,4,3,2,3,4,5,4,4,1,3,1,2,4,2,2,3,3,2,5,3,0,0,0,0,0,0,0,1,0,0,NA,1,3,4,3,1,1,5,2,1,3,3,0,0,2,1,NA,NA,1,3,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4364",10212,51,2,2,"7/22/13 15:03",14,54,1,0,"7/22/13 15:04","looking for lost books in library",3,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,4,NA,5,2,5,4,4,1,1,1,NA,4,1,0,1,1,0,0,0,0,0,0,0,NA,NA,1,5,3,0,0,1,2,2,4,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4365",10216,23,2,2,"7/22/13 15:00",6,22,1,0,"7/22/13 15:05","Studying for my organic chemistry exam.",4,1,2,NA,4,3,NA,NA,NA,NA,NA,NA,3,NA,4,2,3,4,3,1,1,1,NA,3,2,1,1,0,0,0,0,0,0,0,0,NA,NA,2,4,4,0,0,4,1,1,4,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4366",10213,45,2,2,"7/21/13 17:53",9,34,7,1,"7/21/13 17:57","Eating lunch with friend's family",4,1,3,5,4,3,NA,NA,NA,NA,NA,NA,4,1,3,2,3,5,4,1,1,3,4,4,2,0,0,0,0,0,0,0,0,0,0,NA,3,2,3,5,0,1,4,4,4,3,3,0,0,4,1,NA,NA,4,5,3,5,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4367",10212,51,2,2,"7/21/13 15:16",13,50,7,1,"7/21/13 15:19","straigtening shelves at library",4,1,2,NA,5,1,4,1,1,NA,4,1,5,NA,5,1,5,4,4,1,1,2,NA,5,1,0,1,1,0,0,0,0,0,0,0,NA,NA,1,4,3,0,0,2,2,2,4,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4368",10216,23,2,2,"7/21/13 15:00",5,18,7,1,"7/21/13 15:02","Organic Chemistry REading, Play videogames",4,1,2,NA,4,2,4,1,1,NA,3,2,4,NA,4,3,4,4,4,1,1,1,NA,4,1,1,1,1,0,0,0,0,0,1,0,NA,NA,3,5,4,0,0,3,1,1,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4369",10217,59,2,2,"7/21/13 15:00",4,14,7,1,"7/21/13 15:02","Watching television, running errands",3,2,3,3,4,3,3,2,4,3,5,3,5,1,3,3,3,4,3,2,2,2,1,4,2,1,1,0,0,0,0,0,0,0,0,NA,2,2,5,4,0,1,4,2,2,4,5,0,0,2,1,NA,NA,5,5,4,2,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4370",10219,29,2,2,"7/20/13 15:29",4,14,6,1,"7/20/13 15:33","Watching tv and decorating my apartment",4,1,3,4,3,2,5,1,5,5,4,2,5,1,3,4,4,4,4,1,1,3,3,4,2,1,0,0,0,0,0,0,0,1,0,NA,3,1,4,5,0,0,3,3,3,1,5,0,0,2,1,NA,NA,4,5,3,3,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4371",10212,51,2,2,"7/20/13 15:18",12,46,6,1,"7/20/13 15:24","in ballet class",3,1,2,5,4,3,5,2,3,5,5,1,3,1,5,3,3,2,4,1,1,2,4,4,2,0,0,1,0,0,0,0,0,0,1,NA,1,1,4,3,1,1,2,2,2,5,2,0,0,2,1,NA,NA,3,4,1,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4372",10217,59,2,2,"7/20/13 15:06",3,10,6,1,"7/20/13 15:11","Socializing",4,2,5,5,5,2,3,2,3,4,5,2,5,1,2,2,4,4,4,1,2,5,4,5,2,0,0,0,0,0,0,0,0,0,0,NA,3,2,3,4,0,1,3,4,3,3,4,0,0,2,1,NA,NA,5,5,4,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4373",10216,23,2,2,"7/20/13 15:01",4,14,6,1,"7/20/13 15:03","doing organic chemistry homework, watching tv",4,2,2,NA,3,3,4,1,3,NA,3,1,3,NA,3,3,1,3,4,1,1,1,NA,3,1,1,1,0,0,0,0,0,0,1,0,NA,NA,2,4,3,0,0,5,2,2,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4374",10213,45,2,2,"7/20/13 15:01",8,30,6,1,"7/20/13 15:04","Eating Lunch",5,1,3,4,4,3,4,2,4,5,5,3,4,2,3,3,3,5,5,1,1,3,4,4,2,1,0,0,0,0,0,0,0,0,0,NA,3,1,5,5,0,1,4,4,4,3,3,0,0,2,1,NA,NA,5,5,3,4,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4375",10219,29,2,2,"7/19/13 17:07",3,10,5,0,"7/19/13 17:12","A psychology experiment",3,3,3,4,4,3,5,3,4,4,4,3,3,2,4,3,2,3,3,2,3,3,4,4,2,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,3,0,1,3,3,3,4,2,0,0,3,1,NA,NA,1,3,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4376",10213,45,2,2,"7/19/13 15:56",7,26,5,0,"7/19/13 15:58","Played a game",5,2,1,NA,3,2,NA,NA,NA,NA,NA,NA,5,NA,5,3,5,5,5,1,1,1,NA,3,2,1,0,0,0,0,0,0,0,1,0,NA,NA,1,4,5,0,0,3,3,1,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4377",10217,59,2,2,"7/19/13 15:37",2,6,5,0,"7/19/13 15:40","Taking an exam, unpacking suitcase at home",3,3,2,4,5,4,2,3,2,3,5,4,5,1,3,1,2,4,3,2,3,1,2,5,3,1,1,0,0,0,0,0,0,0,1,NA,1,5,4,2,1,1,5,2,1,4,3,0,0,2,1,NA,NA,5,5,4,2,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4378",10210,30,2,2,"7/19/13 15:19",11,42,5,0,"7/19/13 15:25","Working on lab stuff",5,1,1,4,5,1,NA,NA,NA,NA,NA,NA,5,2,5,1,5,5,5,1,1,1,4,5,1,0,1,1,0,0,0,0,0,0,0,NA,NA,1,5,5,0,1,5,1,1,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4379",10216,23,2,2,"7/19/13 15:05",3,10,5,0,"7/19/13 15:07","Watching TV",5,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,4,5,5,3,5,1,3,1,NA,3,1,0,0,0,0,0,0,0,0,1,0,NA,NA,1,5,3,0,0,2,2,1,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4380",10212,51,2,2,"7/19/13 15:01",11,42,5,0,"7/19/13 15:06","straigtening shelves at library",2,4,2,NA,5,4,3,2,3,NA,4,2,4,NA,5,1,2,3,2,1,1,2,NA,5,4,0,1,1,0,0,0,0,0,0,0,NA,NA,1,4,3,0,0,1,1,2,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4381",10216,23,2,2,"7/18/13 17:45",2,6,4,0,"7/18/13 17:56","In the chemistry lab, working",5,2,4,5,5,3,5,1,5,4,3,2,5,1,2,2,2,3,4,1,1,4,4,5,1,0,1,1,0,0,0,0,0,0,1,NA,1,3,5,3,0,1,5,4,2,5,3,0,0,4,1,NA,NA,3,4,3,3,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4382",10215,16,2,2,"7/18/13 17:32",4,14,4,0,"7/18/13 17:34","conducting interviews for my job",4,2,5,5,5,2,NA,NA,NA,NA,NA,NA,3,1,1,1,4,5,4,1,2,5,4,4,2,0,1,0,0,0,0,1,0,0,0,NA,3,2,5,4,0,1,4,4,3,5,1,0,0,3,1,NA,NA,1,3,5,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4383",10212,51,2,2,"7/18/13 16:13",10,38,4,0,"7/18/13 16:15","Packing and doing laundry",2,3,2,NA,4,3,2,3,2,NA,3,3,3,NA,4,2,3,2,2,1,2,2,NA,3,2,1,0,0,1,0,1,0,0,0,0,NA,NA,2,2,3,1,0,1,2,1,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4384",10213,45,2,2,"7/18/13 16:02",6,22,4,0,"7/18/13 16:03","Data Entry for research",5,2,1,NA,5,2,NA,NA,NA,NA,NA,NA,5,NA,5,1,5,5,5,1,1,1,NA,5,2,0,1,0,0,0,0,1,0,0,0,NA,NA,1,5,3,0,0,5,3,1,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4385",10219,29,2,2,"7/18/13 15:51",2,6,4,0,"7/18/13 15:53","Working",4,2,4,4,2,2,3,1,4,4,3,2,2,2,2,4,4,4,4,2,2,4,4,2,2,0,1,1,1,0,0,0,0,0,0,NA,2,2,5,2,0,1,2,2,3,4,2,0,0,2,1,NA,NA,3,3,2,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4386",10217,59,2,2,"7/18/13 15:29",1,2,4,0,"7/18/13 15:32","In class",3,3,2,4,5,3,NA,NA,NA,NA,NA,NA,5,1,3,1,2,5,3,2,4,1,2,5,2,0,0,0,0,0,0,0,0,0,1,NA,1,2,5,4,0,1,5,2,1,3,1,0,0,3,1,NA,NA,4,4,2,3,3,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4387",10212,51,2,2,"7/17/13 15:39",9,34,3,0,"7/17/13 15:43","Eating lunch with friend",4,1,4,5,3,3,NA,NA,NA,NA,NA,NA,5,1,2,2,3,4,4,1,1,4,5,2,2,0,0,0,0,0,0,0,0,0,0,NA,4,2,3,4,1,1,2,4,4,2,4,0,0,2,1,NA,NA,4,4,3,4,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4388",10210,30,2,2,"7/17/13 15:28",9,34,3,0,"7/17/13 15:32","working",5,1,1,4,5,1,NA,NA,NA,NA,NA,NA,5,1,5,1,5,5,5,1,1,1,3,5,1,0,1,1,0,0,0,0,0,0,0,NA,NA,1,5,5,0,1,3,1,1,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4389",10215,16,2,2,"7/17/13 15:23",3,10,3,0,"7/17/13 15:25","at work doing office work",4,2,3,4,4,3,4,2,5,4,4,2,3,3,3,3,3,4,3,2,1,3,4,4,3,0,1,1,1,0,0,0,0,0,0,NA,1,1,5,3,0,1,1,2,4,4,1,0,0,4,1,NA,NA,4,4,3,4,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4390",10213,45,2,2,"7/17/13 15:01",5,18,3,0,"7/17/13 15:03","Buying review books for standardized exam",4,2,3,NA,4,3,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,5,4,1,1,3,NA,5,3,0,0,0,0,0,0,0,0,0,0,NA,NA,3,3,3,0,0,5,3,1,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4391",10215,16,2,2,"7/16/13 15:16",2,6,2,0,"7/16/13 15:19","Interviewing perspective students for my job",2,5,5,4,4,3,NA,NA,NA,NA,NA,NA,1,3,1,1,2,4,1,2,2,4,4,3,2,0,0,0,0,0,1,1,0,0,0,NA,2,2,5,1,1,1,3,1,2,5,1,0,0,3,1,NA,NA,1,1,5,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4392",10213,45,2,2,"7/16/13 15:16",4,14,2,0,"7/16/13 15:19","Doing fundraising computer work",5,1,3,NA,5,2,NA,NA,NA,NA,NA,NA,5,NA,5,1,3,5,5,1,1,5,NA,5,1,1,1,0,0,0,0,1,0,0,0,NA,NA,1,3,5,0,0,5,3,3,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4393",10201,4,2,2,"7/16/13 15:13",2,6,2,0,"7/16/13 15:16","Intro to Psych class with Dr. Bono",2,5,2,4,4,5,NA,NA,NA,NA,NA,NA,5,1,5,2,1,2,1,4,3,2,3,3,5,0,1,0,0,0,0,0,0,0,1,NA,2,2,5,4,1,1,5,2,3,5,3,0,0,5,1,NA,NA,5,5,3,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4394",10212,51,2,2,"7/16/13 15:03",8,30,2,0,"7/16/13 15:05","working on senior dance project",5,1,3,NA,4,2,NA,NA,NA,NA,NA,NA,4,NA,3,1,5,4,4,1,1,2,NA,3,3,0,1,1,1,0,0,0,0,0,0,NA,NA,1,3,5,0,0,5,1,2,3,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395",10210,30,2,2,"7/16/13 15:00",8,30,2,0,"7/16/13 15:03","working",5,1,1,NA,5,1,5,2,2,NA,3,2,5,NA,5,1,5,5,5,1,1,1,NA,5,1,0,1,1,1,1,0,0,0,1,0,NA,NA,1,5,5,0,0,5,1,1,5,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4396",10210,30,2,2,"7/15/13 16:28",7,26,1,0,"7/15/13 16:31","Playing League of Legends",4,1,2,4,3,2,NA,NA,NA,NA,NA,NA,3,2,5,3,4,4,5,3,3,3,4,3,2,1,0,0,0,0,0,0,0,1,0,NA,1,3,4,3,0,1,1,5,3,5,4,0,0,3,1,NA,NA,4,4,3,3,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4397",10212,51,2,2,"7/15/13 15:14",7,26,1,0,"7/15/13 15:16","taking a psych experiment",4,1,2,5,4,2,NA,NA,NA,NA,NA,NA,4,1,5,2,4,4,3,1,2,2,4,4,2,0,0,0,1,0,0,0,0,0,0,NA,1,1,4,3,0,1,4,2,1,4,2,0,0,2,1,NA,NA,1,3,2,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4398",10213,45,2,2,"7/15/13 15:04",3,10,1,0,"7/15/13 15:16","Fundraising for Leukemia and Lymphoma Society",5,1,4,5,5,2,3,3,4,5,4,3,5,1,3,1,4,4,5,1,1,5,5,5,1,0,1,1,0,0,0,1,0,0,0,NA,3,3,2,5,0,1,3,5,5,3,3,0,0,3,1,NA,NA,5,5,3,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4399",10208,47,2,2,"7/15/13 15:00",15,58,1,0,"7/15/13 15:04","organizing data",3,2,1,4,4,2,3,3,2,4,4,3,3,1,5,3,4,4,3,1,2,1,3,4,2,0,1,1,0,0,0,0,0,0,0,NA,1,1,5,2,0,1,3,3,2,5,4,0,0,2,1,NA,NA,3,4,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4400",10210,30,2,2,"7/14/13 15:35",6,22,7,1,"7/14/13 15:39","playing",2,4,2,3,4,4,NA,NA,NA,NA,NA,NA,1,3,4,2,1,3,2,3,3,1,2,3,3,1,0,0,0,0,0,0,0,0,0,NA,2,5,3,2,0,1,1,1,2,5,1,0,0,4,1,NA,NA,5,5,3,3,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4401",10213,45,2,2,"7/14/13 15:03",2,6,7,1,"7/14/13 15:07","Chores: shopping, laundry, cleaning",3,2,4,5,5,3,NA,NA,NA,NA,NA,NA,4,1,2,2,3,4,4,1,1,3,4,5,2,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,3,0,1,3,3,4,3,4,0,0,2,1,NA,NA,5,5,3,4,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4402",10212,51,2,2,"7/14/13 15:01",6,22,7,1,"7/14/13 15:03","looking for lost books in the library",3,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,5,4,5,3,4,1,1,1,NA,2,1,0,1,0,0,0,1,0,0,0,0,NA,NA,1,5,4,1,0,1,1,2,5,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4403",10212,51,2,2,"7/13/13 15:10",5,18,6,1,"7/13/13 15:12","in ballet class",4,2,1,4,5,4,4,2,4,5,4,2,4,1,5,1,2,2,4,1,1,1,3,4,3,0,0,1,0,0,0,0,0,0,0,NA,1,3,4,5,0,1,1,3,1,5,2,0,0,2,1,NA,NA,3,4,1,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4404",10208,47,2,2,"7/13/13 15:08",13,50,6,1,"7/13/13 15:11","Hang around the house with aunt and grandfather",4,2,3,5,4,3,NA,NA,NA,NA,NA,NA,3,2,3,3,4,4,4,1,1,3,5,4,3,1,0,0,0,0,0,0,0,0,0,NA,3,2,2,3,1,1,3,3,3,5,4,0,0,3,1,NA,NA,4,5,3,5,4,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4405",10212,51,2,2,"7/12/13 15:50",4,14,5,0,"7/12/13 15:52","cleaning my apartment",4,2,2,NA,5,2,NA,NA,NA,NA,NA,NA,3,NA,4,2,4,4,4,1,2,1,NA,5,2,1,0,1,1,1,0,0,0,0,0,NA,NA,1,4,4,0,0,2,3,1,4,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4406",10208,47,2,2,"7/12/13 15:06",12,46,5,0,"7/12/13 15:18","Cleaning up my apartment",4,2,1,NA,3,2,NA,NA,NA,NA,NA,NA,3,NA,5,4,5,4,4,1,1,1,NA,3,2,1,0,0,0,0,0,0,0,0,0,NA,NA,2,5,5,0,0,3,2,2,5,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4407",10210,30,2,2,"7/12/13 15:05",4,14,5,0,"7/12/13 15:07","working",3,1,2,5,5,1,NA,NA,NA,NA,NA,NA,3,1,5,1,5,3,3,1,1,3,5,5,1,0,1,1,1,1,0,0,0,1,0,NA,1,1,5,3,0,1,3,1,1,5,1,0,0,2,1,NA,NA,5,5,1,5,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4408",10208,47,2,2,"7/11/13 15:23",11,42,4,0,"7/11/13 15:31","Patch clamping",3,3,1,4,3,3,3,3,2,4,3,3,3,2,5,3,3,4,3,1,2,1,3,3,3,0,1,0,0,0,0,0,0,0,0,NA,1,4,5,2,1,1,3,1,2,5,4,0,0,5,1,NA,NA,3,4,3,4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4409",10210,30,2,2,"7/11/13 15:07",3,10,4,0,"7/11/13 15:09","Talking with an old friend",5,1,5,5,5,1,NA,NA,NA,NA,NA,NA,5,1,1,1,5,4,5,1,1,5,5,5,1,0,0,0,0,0,0,0,1,0,0,NA,5,1,4,5,0,1,3,5,5,1,5,0,0,2,1,NA,NA,5,5,3,5,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4410",10212,51,2,2,"7/11/13 15:05",3,10,4,0,"7/11/13 15:07","I was doing laundry and cooking",3,2,2,5,4,2,3,2,3,5,4,2,4,1,4,3,4,4,4,1,2,2,4,4,1,1,0,0,1,0,0,0,0,0,0,NA,1,1,5,3,0,1,2,2,2,3,5,0,0,2,1,NA,NA,1,3,3,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4411",10208,47,2,2,"7/10/13 15:26",10,38,3,0,"7/10/13 17:03","Patch clamping",2,4,1,3,3,3,4,2,2,3,4,3,3,4,5,3,3,4,2,3,1,1,3,3,3,0,1,0,0,0,0,0,0,0,0,NA,4,5,5,2,1,1,3,2,2,3,4,0,0,4,1,NA,NA,3,4,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4412",10212,51,2,2,"7/10/13 15:22",2,6,3,0,"7/10/13 15:26","having coffee with Wolf",4,3,4,3,4,3,4,1,5,5,5,2,2,4,2,1,2,3,3,1,2,4,3,3,2,0,0,0,0,0,0,0,0,0,0,NA,4,4,3,4,0,1,1,4,4,3,3,1,1,3,1,NA,NA,4,4,3,4,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4413",10210,30,2,2,"7/10/13 15:20",2,6,3,0,"7/10/13 15:21","At work",4,1,3,4,5,1,NA,3,1,4,5,4,5,2,3,1,5,4,5,1,1,3,3,5,1,0,1,1,1,0,0,1,1,0,0,NA,1,1,5,3,1,1,3,4,3,3,3,0,0,4,1,NA,NA,5,5,1,5,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4414",10210,30,2,2,"7/9/13 15:32",1,2,2,0,"7/9/13 15:37","",NA,5,1,4,3,1,4,2,4,5,4,2,4,1,5,3,5,NA,5,1,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,0,1,NA,1,NA,3,NA,0,0,2,1,NA,NA,1,3,4,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
