"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","SID2"
"48",1.5,-2.47368421052632,-1.57894736842105,1.42105263157895,0.789473684210526,2.47368421052632,1.96666666666667,-2.55263157894737,1.52631578947368,0.210526315789473,-0.815789473684211,0.315789473684211,-0.0789473684210527,17,2,30
"48",-0.5,1.52631578947368,0.421052631578947,-0.578947368421053,1.78947368421053,-1.52631578947368,-2.03333333333333,-0.552631578947369,1.52631578947368,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,25,2,30
"48",-0.5,-0.473684210526316,0.421052631578947,-0.578947368421053,-0.210526315789474,2.47368421052632,1.96666666666667,1.44736842105263,-0.473684210526316,0.210526315789473,0.184210526315789,0.315789473684211,-0.0789473684210527,41,2,30
"48",1.5,1.52631578947368,-1.57894736842105,-0.578947368421053,-0.210526315789474,-1.52631578947368,-1.03333333333333,0.447368421052631,-0.473684210526316,-0.789473684210527,1.18421052631579,0.315789473684211,-0.0789473684210527,45,2,30
"48",NA,1.52631578947368,0.421052631578947,-0.578947368421053,0.789473684210526,-1.52631578947368,NA,-0.552631578947369,0.526315789473684,-1.78947368421053,-0.815789473684211,-0.684210526315789,2.92105263157895,57,2,30
"48",-0.5,-2.47368421052632,-1.57894736842105,-2.57894736842105,-0.210526315789474,2.47368421052632,1.96666666666667,1.44736842105263,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,49,2,30
"48",-0.5,-2.47368421052632,-1.57894736842105,-0.578947368421053,-0.210526315789474,2.47368421052632,1.96666666666667,1.44736842105263,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,25,2,30
"48",-0.5,-2.47368421052632,-1.57894736842105,-0.578947368421053,-0.210526315789474,2.47368421052632,1.96666666666667,0.447368421052631,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,33,2,30
"48",-0.5,0.526315789473684,2.42105263157895,0.421052631578947,-0.210526315789474,-1.52631578947368,-2.03333333333333,1.44736842105263,0.526315789473684,0.210526315789473,-0.815789473684211,-2.68421052631579,-0.0789473684210527,17,2,30
"49",0.45,0.65,0.7,0.25,0,-0.75,-0.6,-0.2,0.65,-0.3,-0.1,0.15,0.9,53,2,31
"49",0.45,0.65,-0.3,-0.75,1,0.25,-0.6,-0.2,0.65,-0.3,-0.1,-0.85,0.9,57,2,31
"49",-0.55,-0.35,-0.3,0.25,-1,0.25,-0.6,-0.2,-0.35,-0.3,-0.1,0.15,-1.1,25,2,31
"49",0.45,0.65,0.7,0.25,0,-0.75,0.4,-0.2,0.65,-0.3,-0.1,0.15,-0.1,21,1,31
"49",0.45,0.65,-0.3,0.25,0,0.25,0.4,-0.2,0.65,-0.3,-0.1,0.15,-0.1,37,1,31
"49",-0.55,-0.35,-0.3,1.25,0,0.25,-0.6,-0.2,-0.35,-0.3,-0.1,0.15,-0.1,9,1,31
"49",-0.55,0.65,0.7,-0.75,2,-0.75,0.4,-0.2,0.65,-0.3,-1.1,-0.85,2.9,17,1,31
"49",0.45,-0.35,-0.3,0.25,0,1.25,0.4,0.8,-0.35,0.7,-0.1,0.15,-0.1,41,1,31
"49",0.45,0.65,-0.3,0.25,0,-0.75,0.4,-0.2,-0.35,-0.3,-0.1,-0.85,-0.1,13,1,31
"49",0.45,0.65,0.7,-0.75,0,-0.75,-0.6,-0.2,1.65,-0.3,-0.1,-0.85,-0.1,49,1,31
"49",-0.55,-0.35,-0.3,0.25,0,0.25,0.4,-0.2,-0.35,-0.3,-0.1,0.15,-0.1,53,1,31
"49",0.45,-0.35,-0.3,1.25,0,0.25,0.4,0.8,-0.35,0.7,0.9,1.15,-0.1,49,1,31
"49",-0.55,-0.35,-0.3,0.25,-1,0.25,-0.6,0.8,-0.35,0.7,0.9,0.15,-1.1,17,1,31
"49",-0.55,-1.35,-0.3,-0.75,-1,1.25,0.4,0.8,-0.35,0.7,0.9,1.15,-1.1,45,1,31
"49",0.45,-0.35,-0.3,-0.75,0,0.25,0.4,-0.2,-0.35,-0.3,-0.1,0.15,-0.1,49,1,31
"49",-0.55,0.65,0.7,0.25,0,-0.75,-0.6,-0.2,-0.35,-0.3,-0.1,0.15,-0.1,21,1,31
"49",0.45,-0.35,-0.3,-0.75,0,0.25,0.4,-0.2,-0.35,-1.3,-0.1,0.15,-0.1,13,1,31
"49",0.45,-0.35,0.7,0.25,0,-0.75,0.4,-0.2,-0.35,0.7,-0.1,-0.85,-0.1,53,1,31
"49",-0.55,-0.35,0.7,0.25,0,1.25,0.4,0.8,-0.35,0.7,0.9,1.15,-0.1,13,1,31
"49",-0.55,-0.35,-1.3,-0.75,0,-0.75,-0.6,-1.2,-0.35,0.7,-1.1,-0.85,-0.1,29,1,31
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,0.0666666666666669,-0.0888888888888888,-0.377777777777778,0.477272727272728,-0.955555555555556,0.0888888888888888,-0.288888888888889,-0.888888888888889,0.866666666666666,-0.0666666666666667,49,1,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-1.37777777777778,0.477272727272728,0.0444444444444443,-0.911111111111111,0.711111111111111,0.111111111111111,-0.133333333333334,-0.0666666666666667,41,1,32
"51",-0.340909090909091,-1.93333333333333,-0.688888888888889,1.06666666666667,-0.0888888888888888,0.622222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,57,1,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,1.06666666666667,-0.0888888888888888,0.622222222222222,0.477272727272728,-0.955555555555556,-0.911111111111111,0.711111111111111,0.111111111111111,0.866666666666666,-0.0666666666666667,57,1,32
"51",-0.340909090909091,0.0666666666666669,-0.688888888888889,0.0666666666666669,-0.0888888888888888,0.622222222222222,0.477272727272728,1.04444444444444,0.0888888888888888,-0.288888888888889,0.111111111111111,0.866666666666666,-0.0666666666666667,21,1,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-0.377777777777778,0.477272727272728,-0.955555555555556,0.0888888888888888,-0.288888888888889,1.11111111111111,-0.133333333333334,-0.0666666666666667,53,1,32
"51",-0.340909090909091,0.0666666666666669,0.311111111111111,0.0666666666666669,-0.0888888888888888,0.622222222222222,-0.522727272727272,0.0444444444444443,0.0888888888888888,-0.288888888888889,0.111111111111111,-0.133333333333334,-0.0666666666666667,25,1,32
"51",-0.340909090909091,0.0666666666666669,-0.688888888888889,0.0666666666666669,-0.0888888888888888,-0.377777777777778,-0.522727272727272,0.0444444444444443,0.0888888888888888,-0.288888888888889,0.111111111111111,-1.13333333333333,-0.0666666666666667,21,1,32
"51",-0.340909090909091,-0.933333333333333,0.311111111111111,-0.933333333333333,-0.0888888888888888,0.622222222222222,0.477272727272728,0.0444444444444443,1.08888888888889,-0.288888888888889,1.11111111111111,0.866666666666666,-0.0666666666666667,9,1,32
"51",-0.340909090909091,-0.933333333333333,1.31111111111111,1.06666666666667,-0.0888888888888888,-0.377777777777778,0.477272727272728,0.0444444444444443,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,13,1,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-0.377777777777778,0.477272727272728,-0.955555555555556,1.08888888888889,-1.28888888888889,-0.888888888888889,-1.13333333333333,-0.0666666666666667,29,1,32
"51",1.65909090909091,0.0666666666666669,0.311111111111111,0.0666666666666669,-0.0888888888888888,-1.37777777777778,-1.52272727272727,-1.95555555555556,0.0888888888888888,-0.288888888888889,-0.888888888888889,-1.13333333333333,-0.0666666666666667,9,7,32
"51",-0.340909090909091,0.0666666666666669,0.311111111111111,-0.933333333333333,-0.0888888888888888,-0.377777777777778,0.477272727272728,0.0444444444444443,-0.911111111111111,-1.28888888888889,0.111111111111111,-0.133333333333334,-0.0666666666666667,41,7,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,1.06666666666667,-0.0888888888888888,-0.377777777777778,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,9,7,32
"51",1.65909090909091,1.06666666666667,1.31111111111111,-0.933333333333333,0.911111111111111,-1.37777777777778,-1.52272727272727,-1.95555555555556,1.08888888888889,-0.288888888888889,-0.888888888888889,-1.13333333333333,-0.0666666666666667,13,7,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,0.0666666666666669,-0.0888888888888888,-1.37777777777778,0.477272727272728,1.04444444444444,0.0888888888888888,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,49,7,32
"51",1.65909090909091,1.06666666666667,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-1.37777777777778,-1.52272727272727,0.0444444444444443,-0.911111111111111,0.711111111111111,-1.88888888888889,-1.13333333333333,-0.0666666666666667,53,7,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-1.37777777777778,0.477272727272728,1.04444444444444,1.08888888888889,-0.288888888888889,-0.888888888888889,-0.133333333333334,-0.0666666666666667,13,7,32
"51",0.659090909090909,1.06666666666667,0.311111111111111,-0.933333333333333,-0.0888888888888888,-1.37777777777778,-1.52272727272727,-1.95555555555556,1.08888888888889,-1.28888888888889,-0.888888888888889,-1.13333333333333,-0.0666666666666667,17,7,32
"51",-0.340909090909091,-0.933333333333333,0.311111111111111,1.06666666666667,-0.0888888888888888,1.62222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,-0.288888888888889,1.11111111111111,0.866666666666666,-0.0666666666666667,9,7,32
"51",-0.340909090909091,-0.933333333333333,-0.688888888888889,0.0666666666666669,-0.0888888888888888,1.62222222222222,0.477272727272728,-0.955555555555556,1.08888888888889,-0.288888888888889,-0.888888888888889,-0.133333333333334,-0.0666666666666667,33,7,32
"51",0.659090909090909,1.06666666666667,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-1.37777777777778,-0.522727272727272,-0.955555555555556,1.08888888888889,-0.288888888888889,-0.888888888888889,-0.133333333333334,-0.0666666666666667,49,7,32
"51",-0.340909090909091,-0.933333333333333,-0.688888888888889,0.0666666666666669,-0.0888888888888888,0.622222222222222,0.477272727272728,0.0444444444444443,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,45,7,32
"51",-0.340909090909091,0.0666666666666669,-0.688888888888889,-0.933333333333333,-0.0888888888888888,-0.377777777777778,0.477272727272728,0.0444444444444443,0.0888888888888888,0.711111111111111,0.111111111111111,0.866666666666666,-0.0666666666666667,45,7,32
"51",-0.340909090909091,-1.93333333333333,-0.688888888888889,1.06666666666667,-0.0888888888888888,2.62222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,53,7,32
"51",NA,1.06666666666667,-0.688888888888889,-0.933333333333333,0.911111111111111,-1.37777777777778,NA,0.0444444444444443,0.0888888888888888,-0.288888888888889,-0.888888888888889,-1.13333333333333,1.93333333333333,17,7,32
"51",-0.340909090909091,0.0666666666666669,0.311111111111111,1.06666666666667,-0.0888888888888888,-0.377777777777778,0.477272727272728,0.0444444444444443,0.0888888888888888,-0.288888888888889,0.111111111111111,-0.133333333333334,-0.0666666666666667,17,7,32
"51",1.65909090909091,0.0666666666666669,-0.688888888888889,1.06666666666667,-0.0888888888888888,-0.377777777777778,-1.52272727272727,0.0444444444444443,-0.911111111111111,-1.28888888888889,0.111111111111111,-0.133333333333334,-0.0666666666666667,25,7,32
"51",-0.340909090909091,1.06666666666667,0.311111111111111,0.0666666666666669,-0.0888888888888888,-1.37777777777778,0.477272727272728,1.04444444444444,0.0888888888888888,-0.288888888888889,0.111111111111111,-1.13333333333333,-0.0666666666666667,5,7,32
"51",0.659090909090909,-0.933333333333333,1.31111111111111,-0.933333333333333,-0.0888888888888888,-0.377777777777778,-0.522727272727272,-0.955555555555556,1.08888888888889,-0.288888888888889,-1.88888888888889,-1.13333333333333,-0.0666666666666667,9,7,32
"51",0.659090909090909,0.0666666666666669,-0.688888888888889,0.0666666666666669,-0.0888888888888888,0.622222222222222,-0.522727272727272,-0.955555555555556,1.08888888888889,-0.288888888888889,1.11111111111111,-0.133333333333334,0.933333333333333,5,7,32
"51",-0.340909090909091,-1.93333333333333,0.311111111111111,1.06666666666667,-0.0888888888888888,1.62222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,25,7,32
"51",-0.340909090909091,1.06666666666667,1.31111111111111,-0.933333333333333,-0.0888888888888888,-1.37777777777778,0.477272727272728,-0.955555555555556,0.0888888888888888,-1.28888888888889,-0.888888888888889,-1.13333333333333,-0.0666666666666667,9,6,32
"51",0.659090909090909,1.06666666666667,1.31111111111111,0.0666666666666669,-0.0888888888888888,-0.377777777777778,-0.522727272727272,0.0444444444444443,-0.911111111111111,0.711111111111111,0.111111111111111,-0.133333333333334,-0.0666666666666667,49,6,32
"51",0.659090909090909,-0.933333333333333,0.311111111111111,-0.933333333333333,0.911111111111111,0.622222222222222,-0.522727272727272,-0.955555555555556,1.08888888888889,-1.28888888888889,-0.888888888888889,-1.13333333333333,-0.0666666666666667,5,6,32
"51",0.659090909090909,-1.93333333333333,1.31111111111111,1.06666666666667,-0.0888888888888888,1.62222222222222,-0.522727272727272,1.04444444444444,-0.911111111111111,0.711111111111111,0.111111111111111,0.866666666666666,-0.0666666666666667,45,6,32
"51",-0.340909090909091,-0.933333333333333,2.31111111111111,1.06666666666667,-0.0888888888888888,1.62222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,5,6,32
"51",-0.340909090909091,0.0666666666666669,0.311111111111111,1.06666666666667,-0.0888888888888888,1.62222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,0.111111111111111,0.866666666666666,-0.0666666666666667,5,6,32
"51",-0.340909090909091,-0.933333333333333,-0.688888888888889,1.06666666666667,-0.0888888888888888,0.622222222222222,0.477272727272728,-0.955555555555556,-0.911111111111111,-0.288888888888889,-0.888888888888889,0.866666666666666,-0.0666666666666667,13,6,32
"51",-0.340909090909091,1.06666666666667,-0.688888888888889,-2.93333333333333,0.911111111111111,-1.37777777777778,-0.522727272727272,-0.955555555555556,2.08888888888889,-0.288888888888889,-0.888888888888889,-2.13333333333333,-0.0666666666666667,41,6,32
"51",-0.340909090909091,1.06666666666667,0.311111111111111,0.0666666666666669,-0.0888888888888888,-0.377777777777778,0.477272727272728,0.0444444444444443,1.08888888888889,-0.288888888888889,-0.888888888888889,-0.133333333333334,-0.0666666666666667,45,6,32
"51",-0.340909090909091,-0.933333333333333,0.311111111111111,-0.933333333333333,-0.0888888888888888,1.62222222222222,-0.522727272727272,1.04444444444444,1.08888888888889,0.711111111111111,0.111111111111111,-0.133333333333334,-0.0666666666666667,21,6,32
"51",-0.340909090909091,-0.933333333333333,0.311111111111111,1.06666666666667,-0.0888888888888888,2.62222222222222,0.477272727272728,1.04444444444444,-0.911111111111111,0.711111111111111,1.11111111111111,0.866666666666666,-0.0666666666666667,37,6,32
"51",-0.340909090909091,0.0666666666666669,1.31111111111111,1.06666666666667,-0.0888888888888888,0.622222222222222,0.477272727272728,1.04444444444444,0.0888888888888888,0.711111111111111,0.111111111111111,0.866666666666666,-0.0666666666666667,45,6,32
"51",-0.340909090909091,-1.93333333333333,-0.688888888888889,1.06666666666667,-0.0888888888888888,-1.37777777777778,-0.522727272727272,1.04444444444444,0.0888888888888888,0.711111111111111,0.111111111111111,-0.133333333333334,-0.0666666666666667,13,6,32
"52",0.277777777777778,-0.815789473684211,-0.236842105263158,0.447368421052631,-0.526315789473684,0,0.638888888888889,0.263157894736842,-0.0789473684210527,-0.789473684210526,0.210526315789474,0.210526315789474,-0.421052631578947,13,6,33
"52",0.277777777777778,1.18421052631579,-0.236842105263158,0.447368421052631,-0.526315789473684,-1,-0.361111111111111,0.263157894736842,0.921052631578947,-0.789473684210526,0.210526315789474,0.210526315789474,-0.421052631578947,29,6,33
"52",0.277777777777778,-0.815789473684211,-1.23684210526316,0.447368421052631,-0.526315789473684,1,-0.361111111111111,0.263157894736842,-0.0789473684210527,0.210526315789474,0.210526315789474,0.210526315789474,-0.421052631578947,13,6,33
"52",0.277777777777778,0.184210526315789,-0.236842105263158,-0.552631578947369,0.473684210526316,0,-0.361111111111111,0.263157894736842,-0.0789473684210527,0.210526315789474,0.210526315789474,0.210526315789474,0.578947368421053,9,6,33
"52",-0.722222222222222,-0.815789473684211,-0.236842105263158,0.447368421052631,0.473684210526316,0,0.638888888888889,0.263157894736842,-0.0789473684210527,-0.789473684210526,0.210526315789474,0.210526315789474,0.578947368421053,33,6,33
"52",-0.722222222222222,0.184210526315789,-0.236842105263158,0.447368421052631,-0.526315789473684,0,0.638888888888889,0.263157894736842,-0.0789473684210527,0.210526315789474,0.210526315789474,0.210526315789474,-0.421052631578947,21,6,33
"52",NA,1.18421052631579,0.763157894736842,-0.552631578947369,0.473684210526316,-1,NA,0.263157894736842,-0.0789473684210527,1.21052631578947,-0.789473684210526,-0.789473684210526,0.578947368421053,41,6,33
"52",-0.722222222222222,0.184210526315789,-0.236842105263158,-0.552631578947369,-0.526315789473684,0,-0.361111111111111,0.263157894736842,-0.0789473684210527,0.210526315789474,0.210526315789474,0.210526315789474,-0.421052631578947,49,6,33
"52",0.277777777777778,0.184210526315789,0.763157894736842,-0.552631578947369,0.473684210526316,0,-0.361111111111111,-0.736842105263158,-0.0789473684210527,0.210526315789474,-0.789473684210526,-0.789473684210526,-0.421052631578947,45,5,33
