"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","pos_emotion","neg_emotion"
"10452",-0.416666666666667,0.836363636363636,-1.18181818181818,0.6,-0.145454545454546,-1,0.0204081632653061,0.4,-0.727272727272727,-1.78181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,15.4363636363636,-2,0.596728219110175,-0.160634605850273
"10452",-0.416666666666667,1.83636363636364,-0.181818181818182,0.6,-0.145454545454546,-2,-0.979591836734694,-1.6,-0.727272727272727,0.218181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,11.4363636363636,-3,-0.403271780889825,0.839365394149727
"10452",NA,1.83636363636364,-1.18181818181818,-1.4,-0.145454545454546,-2,NA,-1.6,-0.727272727272727,0.218181818181818,0.472727272727273,-0.254545454545455,-0.254545454545455,3.43636363636364,2,0.596728219110175,NA
"10452",-0.416666666666667,1.83636363636364,-0.181818181818182,0.6,-0.145454545454546,-1,-1.97959183673469,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,-0.254545454545455,-0.254545454545455,-0.563636363636363,1,1.59672821911017,-0.160634605850273
"10452",-0.416666666666667,-0.163636363636364,-1.18181818181818,0.6,-0.145454545454546,0,-0.979591836734694,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-4.56363636363636,0,0.596728219110175,-0.160634605850273
"10452",-0.416666666666667,1.83636363636364,-0.181818181818182,-0.4,-0.145454545454546,-1,-1.97959183673469,-0.6,-0.727272727272727,0.218181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,-8.56363636363636,-1,-0.403271780889825,-1.16063460585027
"10452",0.583333333333333,-0.163636363636364,-0.181818181818182,-0.4,-0.145454545454546,1,1.02040816326531,-0.6,1.27272727272727,0.218181818181818,0.472727272727273,-0.254545454545455,0.745454545454545,-12.5636363636364,-2,0.596728219110175,-0.160634605850273
"10452",-0.416666666666667,1.83636363636364,-1.18181818181818,-2.4,-0.145454545454546,-1,-1.97959183673469,-0.6,2.27272727272727,0.218181818181818,-1.52727272727273,-1.25454545454545,-0.254545454545455,-16.5636363636364,-3,-0.403271780889825,0.839365394149727
"10452",-0.416666666666667,1.83636363636364,1.81818181818182,0.6,-0.145454545454546,-2,-1.97959183673469,-1.6,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-20.5636363636364,3,0.596728219110175,-1.16063460585027
"10452",-0.416666666666667,-1.16363636363636,0.818181818181818,0.6,-0.145454545454546,1,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-24.5636363636364,2,1.59672821911017,-1.16063460585027
"10452",NA,-0.163636363636364,2.81818181818182,0.6,-0.145454545454546,-2,NA,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,28.4363636363636,1,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-0.163636363636364,-0.181818181818182,0.6,-0.145454545454546,0,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,24.4363636363636,0,1.59672821911017,-0.160634605850273
"10452",-0.416666666666667,1.83636363636364,-1.18181818181818,0.6,-0.145454545454546,-2,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,0.472727272727273,-1.25454545454545,-0.254545454545455,20.4363636363636,-1,-0.403271780889825,-0.160634605850273
"10452",1.58333333333333,1.83636363636364,-0.181818181818182,0.6,1.85454545454545,-1,0.0204081632653061,-1.6,1.27272727272727,-0.781818181818182,-1.52727272727273,-1.25454545454545,1.74545454545455,16.4363636363636,-2,-0.403271780889825,0.839365394149727
"10452",0.583333333333333,-0.163636363636364,-0.181818181818182,0.6,-0.145454545454546,0,-0.979591836734694,0.4,-0.727272727272727,-0.781818181818182,-0.527272727272727,-0.254545454545455,1.74545454545455,12.4363636363636,-3,-0.403271780889825,0.839365394149727
"10452",-0.416666666666667,-0.163636363636364,-1.18181818181818,-2.4,-0.145454545454546,2,1.02040816326531,0.4,3.27272727272727,0.218181818181818,-2.52727272727273,0.745454545454545,-0.254545454545455,8.43636363636364,3,1.59672821911017,-0.160634605850273
"10452",NA,1.83636363636364,0.818181818181818,-1.4,-0.145454545454546,-2,NA,0.4,0.272727272727273,0.218181818181818,-0.527272727272727,-1.25454545454545,-0.254545454545455,4.43636363636364,2,-0.403271780889825,-0.160634605850273
"10452",-0.416666666666667,-0.163636363636364,0.818181818181818,0.6,-0.145454545454546,1,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,0.436363636363637,1,1.59672821911017,-0.160634605850273
"10452",0.583333333333333,-0.163636363636364,-1.18181818181818,0.6,-0.145454545454546,1,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-3.56363636363636,0,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,1.83636363636364,-1.18181818181818,-0.4,-0.145454545454546,0,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,0.745454545454545,-7.56363636363636,-1,0.596728219110175,-1.16063460585027
"10452",1.58333333333333,0.836363636363636,-1.18181818181818,-1.4,-0.145454545454546,0,0.0204081632653061,-0.6,0.272727272727273,0.218181818181818,-0.527272727272727,-0.254545454545455,0.745454545454545,-11.5636363636364,-2,-0.403271780889825,0.839365394149727
"10452",0.583333333333333,0.836363636363636,-1.18181818181818,-0.4,-0.145454545454546,0,0.0204081632653061,-0.6,0.272727272727273,0.218181818181818,-0.527272727272727,-1.25454545454545,-0.254545454545455,-15.5636363636364,-3,-0.403271780889825,0.839365394149727
"10452",0.583333333333333,-2.16363636363636,0.818181818181818,0.6,-0.145454545454546,-1,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-19.5636363636364,3,1.59672821911017,-0.160634605850273
"10452",1.58333333333333,-1.16363636363636,0.818181818181818,0.6,-0.145454545454546,2,1.02040816326531,0.4,0.272727272727273,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-23.5636363636364,2,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-1.16363636363636,0.818181818181818,0.6,-0.145454545454546,0,1.02040816326531,0.4,0.272727272727273,0.218181818181818,0.472727272727273,-0.254545454545455,-0.254545454545455,21.4363636363636,-1,1.59672821911017,0.839365394149727
"10452",NA,0.836363636363636,-1.18181818181818,0.6,-0.145454545454546,-2,NA,0.4,0.272727272727273,0.218181818181818,0.472727272727273,-0.254545454545455,-0.254545454545455,17.4363636363636,-2,-0.403271780889825,0.839365394149727
"10452",1.58333333333333,-2.16363636363636,-1.18181818181818,0.6,-0.145454545454546,2,0.0204081632653061,0.4,0.272727272727273,-0.781818181818182,0.472727272727273,-0.254545454545455,-0.254545454545455,13.4363636363636,-3,-0.403271780889825,-0.160634605850273
"10452",NA,1.83636363636364,2.81818181818182,0.6,-0.145454545454546,-2,NA,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,9.43636363636364,3,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-0.163636363636364,-1.18181818181818,-1.4,-0.145454545454546,-1,0.0204081632653061,0.4,1.27272727272727,0.218181818181818,-0.527272727272727,-0.254545454545455,0.745454545454545,5.43636363636364,2,-0.403271780889825,-0.160634605850273
"10452",-0.416666666666667,-2.16363636363636,-1.18181818181818,-1.4,-0.145454545454546,2,0.0204081632653061,0.4,2.27272727272727,0.218181818181818,0.472727272727273,-0.254545454545455,-0.254545454545455,1.43636363636364,1,0.596728219110175,0.839365394149727
"10452",0.583333333333333,-1.16363636363636,0.818181818181818,0.6,-0.145454545454546,2,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-2.56363636363636,0,1.59672821911017,-1.16063460585027
"10452",NA,-1.16363636363636,-1.18181818181818,-1.4,1.85454545454545,1,-0.979591836734694,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,-1.25454545454545,0.745454545454545,-6.56363636363636,-1,-1.40327178088983,1.83936539414973
"10452",-0.416666666666667,-0.163636363636364,-0.181818181818182,-0.4,-0.145454545454546,0,0.0204081632653061,-0.6,0.272727272727273,0.218181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,-10.5636363636364,-2,0.596728219110175,-1.16063460585027
"10452",0.583333333333333,-1.16363636363636,0.818181818181818,0.6,-0.145454545454546,2,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,-0.527272727272727,0.745454545454545,-0.254545454545455,-14.5636363636364,-3,1.59672821911017,0.839365394149727
"10452",-0.416666666666667,1.83636363636364,0.818181818181818,-1.4,-0.145454545454546,-2,0.0204081632653061,-1.6,0.272727272727273,0.218181818181818,0.472727272727273,-1.25454545454545,0.745454545454545,-18.5636363636364,3,0.596728219110175,-1.16063460585027
"10452",-0.416666666666667,-2.16363636363636,0.818181818181818,0.6,-0.145454545454546,1,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,-0.527272727272727,0.745454545454545,-0.254545454545455,-22.5636363636364,2,1.59672821911017,-1.16063460585027
"10452",0.583333333333333,-1.16363636363636,0.818181818181818,0.6,-0.145454545454546,2,1.02040816326531,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-26.5636363636364,1,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,1.83636363636364,-0.181818181818182,0.6,0.854545454545454,2,2.02040816326531,0.4,-0.727272727272727,-2.78181818181818,0.472727272727273,-1.25454545454545,-0.254545454545455,30.4363636363636,1,1.59672821911017,1.83936539414973
"10452",-0.416666666666667,-1.16363636363636,-1.18181818181818,0.6,-0.145454545454546,2,2.02040816326531,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,26.4363636363636,0,1.59672821911017,-0.160634605850273
"10452",0.583333333333333,-0.163636363636364,0.818181818181818,-0.4,-0.145454545454546,0,0.0204081632653061,-0.6,2.27272727272727,-2.78181818181818,-1.52727272727273,-1.25454545454545,1.74545454545455,18.4363636363636,-2,-0.403271780889825,0.839365394149727
"10452",NA,1.83636363636364,0.818181818181818,0.6,-0.145454545454546,-2,NA,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,14.4363636363636,-3,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-2.16363636363636,-1.18181818181818,0.6,-0.145454545454546,2,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,10.4363636363636,3,1.59672821911017,-0.160634605850273
"10452",-0.416666666666667,-2.16363636363636,0.818181818181818,0.6,-0.145454545454546,1,0.0204081632653061,-0.6,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,6.43636363636364,2,1.59672821911017,0.839365394149727
"10452",-0.416666666666667,-1.16363636363636,2.81818181818182,0.6,-0.145454545454546,-1,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,2.43636363636364,1,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-1.16363636363636,-1.18181818181818,0.6,-0.145454545454546,2,1.02040816326531,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-1.56363636363636,0,1.59672821911017,-1.16063460585027
"10452",0.583333333333333,-1.16363636363636,-1.18181818181818,-1.4,0.854545454545454,-2,-0.979591836734694,0.4,1.27272727272727,0.218181818181818,0.472727272727273,-1.25454545454545,-0.254545454545455,-5.56363636363636,-1,NA,0.839365394149727
"10452",-0.416666666666667,-1.16363636363636,-0.181818181818182,-0.4,-0.145454545454546,1,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-9.56363636363636,-2,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-0.163636363636364,0.818181818181818,-0.4,-0.145454545454546,0,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,-13.5636363636364,-3,-0.403271780889825,-1.16063460585027
"10452",1.58333333333333,-0.163636363636364,0.818181818181818,-1.4,-0.145454545454546,-1,0.0204081632653061,-0.6,0.272727272727273,0.218181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,-17.5636363636364,3,0.596728219110175,0.839365394149727
"10452",-0.416666666666667,-1.16363636363636,1.81818181818182,0.6,-0.145454545454546,2,1.02040816326531,0.4,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-21.5636363636364,2,1.59672821911017,-1.16063460585027
"10452",-0.416666666666667,-1.16363636363636,-0.181818181818182,-0.4,1.85454545454545,1,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,-0.527272727272727,0.745454545454545,-0.254545454545455,-25.5636363636364,1,0.596728219110175,-0.160634605850273
"10452",-0.416666666666667,-1.16363636363636,-1.18181818181818,0.6,-0.145454545454546,1,0.0204081632653061,-0.6,-0.727272727272727,0.218181818181818,0.472727272727273,0.745454545454545,-0.254545454545455,-27.5636363636364,1,1.59672821911017,-1.16063460585027
"10453",-1.1304347826087,0.933333333333333,-0.6,-1.9,-0.266666666666667,-0.766666666666667,-1.39130434782609,0.4,1.06666666666667,-1,0.0333333333333333,-0.966666666666667,-0.5,17.8333333333333,0.166666666666667,0.596728219110175,0.839365394149727
"10453",-0.130434782608696,-1.06666666666667,-0.6,0.1,-0.266666666666667,1.23333333333333,0.608695652173913,0.4,0.0666666666666667,0,1.03333333333333,1.03333333333333,-0.5,13.8333333333333,-0.833333333333333,0.596728219110175,-0.160634605850273
"10453",NA,0.933333333333333,-0.6,-0.9,-0.266666666666667,0.233333333333333,NA,-0.6,0.0666666666666667,0,0.0333333333333333,-0.966666666666667,0.5,5.83333333333333,-2.83333333333333,0.596728219110175,-0.160634605850273
"10453",NA,0.933333333333333,0.4,0.1,0.733333333333333,-0.766666666666667,NA,-1.6,0.0666666666666667,0,0.0333333333333333,0.0333333333333333,-0.5,-2.16666666666667,2.16666666666667,-0.403271780889825,-0.160634605850273
"10453",NA,1.93333333333333,-0.6,0.1,-0.266666666666667,-0.766666666666667,NA,-0.6,-0.933333333333333,0,0.0333333333333333,0.0333333333333333,1.5,-6.16666666666667,1.16666666666667,0.596728219110175,0.839365394149727
"10453",-0.130434782608696,-0.0666666666666667,-0.6,-0.9,-0.266666666666667,0.233333333333333,0.608695652173913,0.4,1.06666666666667,0,0.0333333333333333,0.0333333333333333,0.5,-10.1666666666667,0.166666666666667,0.596728219110175,-0.160634605850273
"10453",-0.130434782608696,0.933333333333333,-1.6,0.1,-0.266666666666667,0.233333333333333,0.608695652173913,0.4,1.06666666666667,0,0.0333333333333333,0.0333333333333333,0.5,-14.1666666666667,-0.833333333333333,0.596728219110175,-0.160634605850273
"10453",-0.130434782608696,-2.06666666666667,-0.6,-0.9,-0.266666666666667,1.23333333333333,-0.391304347826087,1.4,0.0666666666666667,1,1.03333333333333,1.03333333333333,0.5,18.8333333333333,0.166666666666667,0.596728219110175,-0.160634605850273
"10453",0.869565217391304,-1.06666666666667,1.4,0.1,-0.266666666666667,0.233333333333333,0.608695652173913,-0.6,2.06666666666667,-1,0.0333333333333333,0.0333333333333333,-0.5,10.8333333333333,-1.83333333333333,0.596728219110175,-0.160634605850273
"10453",-0.130434782608696,0.933333333333333,0.4,0.1,-0.266666666666667,-0.766666666666667,-0.391304347826087,-0.6,0.0666666666666667,-1,0.0333333333333333,-0.966666666666667,0.5,-1.16666666666667,2.16666666666667,-0.403271780889825,1.83936539414973
"10453",NA,0.933333333333333,1.4,1.1,-0.266666666666667,-1.76666666666667,NA,0.4,-0.933333333333333,0,0.0333333333333333,1.03333333333333,0.5,-5.16666666666667,1.16666666666667,0.596728219110175,-1.16063460585027
"10453",-0.130434782608696,-1.06666666666667,-0.6,-1.9,-0.266666666666667,0.233333333333333,-0.391304347826087,0.4,1.06666666666667,-1,-0.966666666666667,0.0333333333333333,0.5,-9.16666666666667,0.166666666666667,0.596728219110175,-0.160634605850273
"10453",NA,1.93333333333333,1.4,1.1,0.733333333333333,-1.76666666666667,NA,-0.6,-0.933333333333333,1,-1.96666666666667,1.03333333333333,-0.5,-13.1666666666667,-0.833333333333333,0.596728219110175,-1.16063460585027
"10453",-0.130434782608696,-0.0666666666666667,-1.6,-0.9,0.733333333333333,0.233333333333333,0.608695652173913,0.4,-0.933333333333333,1,0.0333333333333333,-0.966666666666667,0.5,-17.1666666666667,-1.83333333333333,0.596728219110175,-0.160634605850273
"10453",-1.1304347826087,-1.06666666666667,-1.6,0.1,2.73333333333333,2.23333333333333,0.608695652173913,1.4,-0.933333333333333,0,1.03333333333333,0.0333333333333333,-0.5,19.8333333333333,0.166666666666667,0.596728219110175,-1.16063460585027
"10453",NA,1.93333333333333,1.4,0.1,-0.266666666666667,-1.76666666666667,NA,-1.6,-0.933333333333333,0,0.0333333333333333,1.03333333333333,-0.5,15.8333333333333,-0.833333333333333,1.59672821911017,-1.16063460585027
"10453",-0.130434782608696,-0.0666666666666667,1.4,0.1,-0.266666666666667,-0.766666666666667,-0.391304347826087,-0.6,0.0666666666666667,0,0.0333333333333333,0.0333333333333333,-0.5,3.83333333333333,3.16666666666667,0.596728219110175,-0.160634605850273
"10453",-0.130434782608696,-0.0666666666666667,-0.6,0.1,0.733333333333333,0.233333333333333,-1.39130434782609,-0.6,1.06666666666667,0,0.0333333333333333,0.0333333333333333,-0.5,-0.166666666666668,2.16666666666667,0.596728219110175,-0.160634605850273
"10453",NA,1.93333333333333,0.4,0.1,-0.266666666666667,-1.76666666666667,NA,0.4,-0.933333333333333,0,0.0333333333333333,0.0333333333333333,0.5,-4.16666666666667,1.16666666666667,0.596728219110175,-0.160634605850273
"10453",1.8695652173913,-2.06666666666667,0.4,1.1,-0.266666666666667,1.23333333333333,1.60869565217391,0.4,-0.933333333333333,1,1.03333333333333,1.03333333333333,-0.5,-12.1666666666667,-0.833333333333333,1.59672821911017,-1.16063460585027
"10453",-1.1304347826087,1.93333333333333,-1.6,-1.9,-0.266666666666667,-0.766666666666667,-0.391304347826087,-0.6,2.06666666666667,0,-0.966666666666667,-1.96666666666667,-0.5,-16.1666666666667,-1.83333333333333,-0.403271780889825,1.83936539414973
"10453",0.869565217391304,-1.06666666666667,-0.6,1.1,-0.266666666666667,1.23333333333333,0.608695652173913,0.4,-0.933333333333333,0,0.0333333333333333,0.0333333333333333,-0.5,20.8333333333333,0.166666666666667,1.59672821911017,-1.16063460585027
"10453",-0.130434782608696,-0.0666666666666667,2.4,0.1,-0.266666666666667,0.233333333333333,-0.391304347826087,0.4,1.06666666666667,0,0.0333333333333333,0.0333333333333333,0.5,16.8333333333333,-0.833333333333333,0.596728219110175,-0.160634605850273
"10453",0.869565217391304,-2.06666666666667,-0.6,0.1,-0.266666666666667,1.23333333333333,0.608695652173913,0.4,-0.933333333333333,0,1.03333333333333,0.0333333333333333,-0.5,12.8333333333333,-1.83333333333333,0.596728219110175,-0.160634605850273
"10453",0.869565217391304,0.933333333333333,1.4,1.1,-0.266666666666667,-0.766666666666667,-0.391304347826087,0.4,-0.933333333333333,0,0.0333333333333333,0.0333333333333333,0.5,4.83333333333333,3.16666666666667,0.596728219110175,-0.160634605850273
